"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1815,-6158.72283770033,5.75089279479616,0.0968878464686295,0.00393112589093529,0.00973770896059269,0.000463591670763659,1.17801728096942,0.854301145691338,56.4523230055501,0.815383625521507,31.9835944420694,0.0863098139475812,0.181353993307615,0.198507197228663,0.187673448295472,0.875190538484413,0.863574210207934,0.329589313413965,0.00100477046016132,1.76543900356031,0.117267099088184,0.117227052917272,0.0249823603035002,0.00591636673082672,0.0283930454439689,0.026884649358561,0.0164845692454438,0.0235547720880753,0.00615930186360347,0.413140297509741,0.337257584539008
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1404,-6079.07601545887,2.17228081851673,0.0176382334628924,0.00042005600852955,0.000997185356529472,0.212791618130663,447.631219342044,0.693278402767354,59.5435246015814,0.0436854767466363,50.9765865151042,0.00714764935014999,0.0966630664991453,0.0748085398600453,0.910988981453533,0.121182767178791,0.0632416320650887,0.780959032417817,0.0195567715308226,1.61686240684864,0.295287435595772,0.139687585758811,0.0367021069464912,0.0128213272304934,0.0382266106498961,0.0211305766320895,0.0206564639407968,0.0363874143824393,0.0228699763804939,0.388144727487792,0.283373210590696
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1025,-6121.5517566549,4.46076634320464,0.00489870914854739,0.000368299648397867,0.00055685012489496,0.378367157445706,90.7822032944131,0.892094345851658,193.220595951232,0.980760221336658,21.3834477229014,0.0173830353771072,0.132485338034311,0.0476422595490089,0.225043798214776,0.786868924217038,0.445778288412394,0.690186582155308,0.0119095328043259,1.73986008205707,0.930539189233244,0.0395914580218202,0.00250278550360064,0.0519047617006737,0.00397623013617015,0.0289907516912946,0.00576068526496261,0.0194113796028265,0.047596307400084,0.377963481466219,0.422302159212349
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",551,-6018.26745983306,16.760776375719,0.0285148225674424,0.000618768576819813,0.000696978887797581,0.350247005637095,49.1575932533268,0.770760958725488,24.9596745400297,0.939493038170224,6.7905537700238,0.0478924842947477,0.0887063483196124,0.200125607620197,0.78738184563016,0.310345278818684,0.0345972398188263,0.914199655885908,0.00212921468798377,1.76194069422327,0.162293087456545,0.111265419439255,0.00833192386211667,0.0267209849944476,0.0141618874615766,0.0299346578047438,0.000998688979596961,0.0408697660929663,0.0309074417622191,0.385881294844355,0.350927934758722
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1730,-6042.42963759041,8.93666454831427,0.000786035178761278,0.000806184545122708,2.85907074179541e-05,0.990583845971574,54.6407867237033,0.778482190367393,126.161504544675,0.600152100290798,55.7421999247378,0.268931190799087,0.0790099541387599,0.0906782382972418,0.98599469172757,0.721584740988491,0.501438498269665,0.657767968749549,0.00192726391358118,1.92683088930887,0.87148368290077,0.000636134569333095,0.00196485235338282,0.0781160685337239,0.00782811071625886,0.0171357453733825,0.0113575586457954,0.0357462754690399,0.0205075060494879,0.558987113426098,0.267720634863498
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1678,-6104.3326432718,2.09740909091245,0.000517450732455215,1.19776151509254e-05,0.00335577128503546,0.620542635375209,0.29606536909658,0.874742006871186,194.204299657508,0.0517345151315665,96.3382370914484,0.0126613934933536,0.143397245242588,0.250543330468287,0.897384645089536,0.240219408116781,0.0193636989454047,0.496166633532087,0.0199220028057633,1.94035579011888,0.217511149878802,0.344777059086365,0.0333726747124534,0.0294597355037308,0.0353346923823984,0.0117369657164148,0.00608171151148256,0.0314602231477174,0.0162526541815662,0.140505117454345,0.351019166303527
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",365,-6160.34890501316,19.3909944169299,0.0322277580647178,0.00106722507982917,0.000338147559045223,0.0708526726461285,93.551301907989,0.864614169606721,7.67245698451378,0.898214834754276,95.824892443386,0.00453517483629256,0.185867528735343,0.115817654475705,0.197850772310087,0.596506069736655,0.970282965935737,0.387453380623476,0.0314338244194114,1.6647858953832,0.0792253571875236,0.460466372205143,0.0193223035194641,0.037506341014622,0.0144868632540991,0.00423184209839606,0.00749367667763714,0.00750459015648705,0.0401062109044989,0.10524349833839,0.303638301831263
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1783,-6069.73523957799,1.192480646495,0.0019182501095892,0.00112671673237363,0.00215914323438891,0.946788336725031,1.07559120409451,0.0131088710872039,13.8431371157911,0.946470756546061,44.2464336448359,0.151516642617618,0.0782231985624014,0.022979372015006,0.854013966074573,0.806430841280517,0.705343693182717,0.87298158776016,0.00153003805682193,1.69307472121316,0.364042523027172,0.0945721556347279,0.00567742771051218,0.0459293414885892,0.0125569106388476,0.0138457322187886,0.00783695469791983,0.00448225723205658,0.048995983104208,0.502221962862596,0.263881274411754
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",922,-6123.80655141989,12.5606247681274,0.00847772426884492,0.000100274118066043,0.000158867259255768,0.436003330006985,19.8724118983307,0.467951943675048,54.0620299791367,0.222203556947569,25.826978700702,0.000214228274791405,0.30006946997002,0.178056218076843,0.374800836851809,0.87461797025709,0.0959018728906138,0.242993015128699,0.628013996605348,1.74979438552364,0.2112597467376,0.167825235235209,0.00510224062460618,0.00515270981297665,0.0148524863201216,0.0303603300510645,0.047519700147853,0.00288802787899082,0.0353001531687376,0.524914022972832,0.166085093787609
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",384,-6118.32035251292,5.61904967461321,0.00573783850986828,0.00240599554755602,0.000189086895132893,0.496463832202824,60.9841137494781,0.587833322762653,728.725061292817,0.977381926284318,53.8343137355429,0.292962682080427,0.200714988230145,0.147183959123834,0.337079748513445,0.361610429736801,0.998254281379565,0.117014245431192,0.000711142959310041,1.48152968873966,0.17959829765917,0.0371153092067695,0.014848904210006,0.0333773769138365,0.020389704206551,0.0366820404196466,0.0321255939829122,0.0372053371411821,0.0208965370008538,0.342160378797945,0.425198818120298
