"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1129,-6180.71399529961,8.86425046854091,0.0189911060143476,0.0112919503799931,0.414673382038477,29.4037598537437,0.312852236527769,66.8375795702307,0.707729350112474,0.00593862308040791,0.0929173242876426,0.111767233467023,0.0513250455377661,0.20264354127363,0.648375028864716,0.711116402608552,0.0717816334271596,1.60455091182967,0.28925049021967,0.0609999542736488,0.0341592493930566,0.0173593397138412,0.0403653085473223,0.0459602269931764,0.0389787017270608,0.0418609223647058,0.0470148151124332,0.186304937934746,0.486996543940009
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",738,-6089.13531662043,5.99899281165195,0.0121750435848732,0.000451293012427197,0.0809359764281291,91.4077318813384,0.0504488902161079,73.9868654606119,0.87529167039056,0.0243606605380912,0.106513594393552,0.00237945059815689,0.586658152541941,0.555708036305283,0.899504171982617,0.77727311216046,0.00635838691781494,1.74579014167575,0.126801878086782,0.263386741159658,0.020416005715602,0.0279446114424821,0.0231632046742779,0.00485355598254648,0.0273324332375981,0.0232393063004806,0.0236784536902008,0.303680243103471,0.282305444693683
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1292,-6157.97644304883,4.58670167471018,0.00388523966369797,0.000355146213725578,0.393178753567303,39.0746568542027,0.164009544777107,15.2852354846577,0.00473585023916091,0.0308029184731016,0.279495276314869,0.139890520081335,0.757040685849068,0.803985657530101,0.226313880332076,0.26603975356787,0.00783161283403059,1.4231311216383,0.291552423240679,0.0131208339257541,0.0415480249379932,0.0489128412536993,0.0631903449670984,0.0362250696488416,0.0186739191451178,0.0281860619272595,0.0122890951267372,0.0728297404417754,0.665024068625723
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1493,-6052.88723656943,1.4948661678836,0.00212075236862322,0.000967283792300473,0.977089766398588,4.87953697027651,0.750800161286342,14.7612159785673,0.877577970134156,0.000400230466866004,0.125415589087775,0.224532347528642,0.860783532625056,0.346406345243507,0.493413203205762,0.558073741941229,0.578440414259324,2.00474436596428,0.361972177065326,0.0211813351812807,0.0261464041117657,0.025838091306278,0.034866753561485,0.0312058691487318,0.0399124259841648,0.00993424059739984,0.0260195267880499,0.351799292414271,0.433096060906573
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",452,-6319.67836968559,7.71946329589808,0.0160197205089382,0.000306453255471645,0.33296331079773,8.77477818542283,0.0338654551859693,6.95205275090778,0.787051193163863,0.00226708226331703,0.249489361002677,0.136855552000906,0.531161404874721,0.0447039193418799,0.715338088472867,0.349870812264968,0.0580811331601558,2.04054753516946,0.00370755992357077,0.00446221558571735,0.0133532459079903,0.0396841344466567,0.0388142711465981,0.0452984231069442,0.0144995809205245,0.0554608703616002,0.00333806501824059,0.0291663508376465,0.755922842668082
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1531,-6102.65129354881,19.1073800504077,7.14437032919317e-05,0.00649150857905285,0.768890771986811,0.574170513960423,0.863893679228479,69.8252221033983,0.0444076703529794,0.492889901476986,0.213653268874236,0.0655338677663047,0.14727177189277,0.0416968858811656,0.591994597708659,0.163330113017866,0.000207448854163424,1.72299981857905,0.348901441677505,0.0762638290499961,0.0383361964994476,0.0271023091390472,0.0404968626047492,0.0254476822224566,0.0141557530265478,0.0254400582435169,0.00257048133721642,0.467438329216679,0.282748498660343
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",154,-6200.74479902134,10.981665653105,0.00639117179730354,3.41624607182167e-05,0.0103977925235615,1.06998252163904,0.669847115159535,18.2003805202156,0.783121630265826,0.00116006103640286,0.118755490332909,0.127966648593534,0.15370801524476,0.810179799708315,0.762031861386654,0.644330055172333,0.240260168146484,1.40059004265696,0.312198505722009,0.0582953262162687,0.0141312811802805,0.0767875402300258,0.0824379824884127,0.0452843969004694,0.0502059339255375,0.0429720315748537,0.0443799114261706,0.381373091313726,0.204132504744255
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",485,-6096.2135269914,30.7452047941925,0.0236879383978137,0.00219431776958779,0.988213529496561,15.0823432904319,0.794833303008857,154.642847922204,0.28162962656683,0.136560969178368,0.126269814948246,0.0812946990863482,0.191362147495808,0.837212309027914,0.7069771835039,0.551300014937099,0.000755973828642017,1.68028401163394,0.0389869475150089,0.270996010327338,0.03579276697566,0.00449056813402437,0.00837206633983202,0.0224351484560762,0.00491556420541456,0.0311888823762676,0.0146369847550802,0.359070701212254,0.248101307218053
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1417,-6251.4823414577,13.9189642291834,0.00511530428186734,0.000334968660782575,0.466909749537481,13.175606422148,0.567997353251578,44.5578223038779,0.516881717149507,0.00558380223655378,0.130585757627426,0.114864779043109,0.523963444939448,0.465209076503933,0.950637659413614,0.508799621440936,0.0691887194880057,1.44024711439804,0.0238336438159052,0.0696018564477233,0.0083295063033513,0.0117651050445579,0.0174727106703066,0.0047471829638542,0.0150188637978315,0.01115117977102,0.0776653849280686,0.651103315664473,0.133144894408813
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1181,-6260.06959305822,24.4540508927989,0.0103338364687937,0.000634160049168145,0.477354411418113,170.443739475959,0.00663253500193039,244.615548935882,0.372896155928946,0.00622260961318981,0.125561986703596,0.140265215888745,0.38421427321084,0.847833791732826,0.0650327879926424,0.597400687238271,0.0355778589003817,1.63100290675042,0.993204460804876,0.389895208494543,0.000565681590931983,0.00576214965920585,0.0327123937202996,0.0461016070971332,0.0278933383949319,0.0101555954624276,0.00543044051700869,0.347326251357056,0.134157333706462
