"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",576,-6167.31234671824,15.3694114226582,0.00262706817125315,0.000239336522836527,0.379770382297577,44.7430473278307,0.41947278615616,15.9824318038112,0.91776368221088,77.5024858024132,0.0517116557283349,0.214032724763946,0.043610985166017,0.394779384831203,0.00410609107418754,0.0201011880250864,0.440477860571932,0.00375348197149388,1.58928904308115,0.26438370183516,0.0683732025060443,0.0287306397286547,0.00814182609072093,0.042250023159941,0.0608912022064098,0.0337923389616795,0.0473513053222144,0.0356517706701078,0.199944102165209,0.474873589189018
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1583,-6056.51355940082,10.5504104064018,0.00155814339791595,0.0029574176203261,0.569059164611627,11.2899438936056,0.799221555121118,226.997666171315,0.696355685132456,33.3597448381521,0.00539030080204073,0.195454945219987,0.216529471291876,0.678719397937803,0.431867471018701,0.709625732204971,0.340215944191427,0.0473458803230926,1.56337727708073,0.228314018521755,0.00392406465513459,0.0121673689910101,0.0337681025204045,0.0396857609464665,0.0212538994381537,0.0153032806587896,0.021589520277687,0.0171794688514356,0.51143084888281,0.323697684778108
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1748,-6096.59590575151,4.91157291931225,0.0110552319273987,0.00126812125644933,0.979487466233251,72.9611038937364,0.998810040212373,176.910518992607,0.585669757431438,300.428253793941,0.0725123434559572,0.0949111505585225,0.191328624804583,0.000729369556567736,0.552695297950728,0.365224140082899,0.780093916109636,0.00192309640806995,1.67957236731102,0.0821744916654654,0.0337405772851974,0.0149915885780637,0.0450424143205124,0.0219673636841467,0.0595505179066447,0.00731997430782741,0.00316192829745372,0.0112774187471789,0.21088902864532,0.592059188227655
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1021,-6490.9339683676,16.672629284002,0.0336282389559075,0.00281431394584232,0.0985450542045109,1800.02714374476,0.389379900221249,10.3474600069636,0.573181787242455,4.84327304909325,0.0115094549461491,0.085273412198527,0.111734064652261,0.786479495472649,0.505517437709854,0.47238689906609,0.7926802009732,0.0685182243892351,1.43512068552662,0.1554494555566,0.103104308762308,0.0487829435402577,0.0147654455263252,0.00643577402424205,0.0611995159556103,0.0304963677104612,0.0399489953041554,0.00403079711096888,0.355112317881569,0.336123534184102
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",415,-6144.91669006241,8.42585879194532,0.00323709529923721,0.000420453803159998,0.0105596672597133,121.052356253517,0.588836385162178,12.5002639022216,0.0963447975081851,22.4483087374365,0.0229842698323967,0.155161322868561,0.165740008692661,0.304071456454894,0.0173673901835877,0.19414384901925,0.524716840172964,0.0315784566777989,1.7159663121831,0.373160719522324,0.111962882174271,0.0231932636376203,0.00620056916314188,0.0210888832613175,0.027298807369825,0.0119790210323782,0.0604470409833497,0.0435108744421549,0.418736886482404,0.275581771453538
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1571,-6148.4781646157,57.5245912395065,0.0109096287084885,0.00113162571525697,0.603999467023006,18.8659305365871,0.818371759617671,3.8611018495589,0.873155633660073,11.887604409449,0.0499124519336376,0.0829653635174802,0.150119039992186,0.678516900421457,0.846580083763181,0.142434721709968,0.934881185162312,0.00343420040478649,1.66195342298501,0.0152840164035472,0.242569623219504,0.00184076542781741,0.0301885229911187,0.0170521976400918,0.0483940960843601,0.0533018517381091,0.0111265477636509,0.0488892329902792,0.122676303700367,0.423960858444701
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",37,-6071.79610273807,5.99400270101784,0.00234384519617343,0.00720976386917755,0.853917971431676,13.7480127775016,0.499286982611643,163.097416754016,0.817037828629933,111.626993195638,0.982455816561459,0.0861425429458952,0.170586289026269,0.552481617011988,0.0371781595628555,0.103964225376162,0.126996169673021,5.64472388677058e-05,1.57369567992251,0.13045313207891,0.310152481357161,0.014213430441585,0.0168779413330467,0.0481381846288651,0.0199253798325143,0.00548357733589262,0.0375408387153623,0.010609723772171,0.0957586141162983,0.441299828467104
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1594,-6088.21608591373,16.8535240001143,0.00468580142533523,6.00562639324697e-05,0.322882142753897,47.7817481606649,0.59056681245741,11.5702116453889,0.209604602278617,111.783186843021,0.0154881030711334,0.101328290387173,0.215699448161741,0.344660829045759,0.0453521767997975,0.786587436388794,0.91458617701961,0.0132928979921512,1.90829741611127,0.130683970347922,0.312695134902852,0.0241333012014748,0.0256929319743213,0.0103103588818071,0.040266285249485,1.56763305244642e-05,0.0568220326532028,0.0267145978606081,0.293026790765402,0.210322890180323
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",605,-6061.0607724388,58.6732622357796,0.0288853144274848,0.0186311265704892,0.378809424232542,30.7979638483983,0.410713023158444,122.573895570711,0.584870758861404,28.8710038099993,0.00224763554052524,0.435696276821901,0.127741178591737,0.854362216681723,0.00919988310806129,0.190589114782234,0.147040460104015,0.0265524150598269,1.39585414441859,0.206509555186351,0.0224147467537156,0.0118920492255099,0.00539139487191507,0.0256123276134039,0.00733699058571207,0.0121980965187682,0.02907936612123,0.0380153508168624,0.418993675940434,0.429066001552449
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1690,-6136.10088017358,8.16881863544975,0.00883358031790722,0.000109039540485783,0.0154700794495757,269.613717950532,0.551157917523812,11.0413604703716,0.772809602738615,7.649793380067,0.0158830912335718,0.323988253367713,0.0963129549237259,0.791800128849922,0.0874177836046502,0.695808047783727,0.264337167097062,0.0105960797869152,1.6210956602508,0.195328822728672,0.189833905685285,0.0140283273602189,5.78709562277284e-05,0.0476285557229836,0.0191880798674076,0.035500472353192,0.0195405821339137,0.02915295846745,0.26240576276697,0.382663484686351
