"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ev_0","I_0","A_0","An_0","Av_0","Vn_0","V_0"
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1946,-6242.97235477516,13.0598735114601,0.0244459725754878,0.00104620848621529,0.125663462025123,1.64553407869425,0.758266111061246,309.53803223039,0.109158717080268,0.0921132021741,0.0572805080014348,0.845559301242771,0.650621196642066,0.86598301636823,0.000889200772927037,1.32476523423713,0.104805200423278,0.230867742272517,0.0250030744639854,0.0294196636801628,0.01641295510427,0.0434345556541518,0.0110252209733066,0.0117412969350304,0.019509084387085,0.15263343579114,0.459952970738351
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",680,-6224.58038870538,8.40093211419565,0.0500796412265572,0.000849030609582649,0.189401787110543,56.671572364125,0.238563453372741,58.0183248754306,0.00666473512498301,0.126269309223436,0.0851724050800631,0.856568480915592,0.0349548824555614,0.695795454978562,0.00512097066902818,1.9404970734779,0.703096986806715,0.0920601933666807,0.0281358118476829,0.00573411275317463,0.0351549117268867,0.0318972985944384,0.0109892185651418,0.0207320068436256,0.0457483153410674,0.437396827156403,0.292151303804899
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",261,-6237.3085607941,1.71553587628912,0.00739791366951039,0.000333061304436525,0.874260046180654,183.3379517546,0.739444674572532,18.1583394424304,0.000175761522131796,0.165350710256866,0.0427023321777116,0.620278419208408,0.221552616339315,0.478559885352763,0.84632657411199,1.58215511656827,0.488359526128772,0.2804233580905,0.00193810552400222,0.0211277293692508,0.0139577159308486,0.0350100939148371,0.0375052298615342,0.0333751187678392,0.0249169289924471,0.299029538297827,0.252716181250913
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1645,-6145.25659791763,7.9669573824095,0.00164734512767595,0.00149977024613994,0.911597160332404,295.519490334482,0.551545967385872,3.12146404330512,0.000627423040054586,0.0916920198059645,0.0654908141819018,0.244428674193573,0.93451919525412,0.874632757569649,0.857414430753925,1.66008145987372,0.987105227479546,0.0470509694247023,0.0407762074870913,0.048630386506782,0.0243489915651852,0.0341854919363956,0.0533791315202132,0.0215646920446379,0.0449158212931615,0.452615264139943,0.232533044081888
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",59,-6243.673739067,4.46210233134455,0.0279410927916769,0.000788460931960227,0.344069786391553,278.261399155892,0.112475075451519,60.1150037034625,0.211029390442635,0.159917364330251,0.16134644888249,0.56855840754918,0.393968833758149,0.317642292042019,0.00108470120550442,1.45054248668282,0.322699191855572,0.345894313249691,0.0246869932022169,0.00355628489498779,0.015601720708214,0.00796064757827136,0.035105212382371,0.0243901337318856,0.00862206854924823,0.21559293213097,0.318589693572143
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1380,-6417.57720611958,1.58579925778997,0.00476992399075646,0.00112927087226405,0.639236037492254,98.0223689893958,0.0770251370165305,52.3475029301368,0.0070912745206976,0.144556026881313,0.0857143259407674,0.74461515854019,0.908430328005152,0.516024974134594,0.0168701807051308,1.24292247039333,0.423188895279493,0.00540161180113469,0.0109671002861642,0.0416619921470206,0.0466961785765297,0.0511014332122648,0.0129487766357552,0.0473806020941481,0.0442352755031215,0.424281919870597,0.315325109873264
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",835,-6140.85390170363,14.396209604393,0.00857626807719843,0.0128030849233017,0.755586586863121,70.9883175170707,0.502782642390035,78.2282367097445,0.0141055364250407,0.111272744955014,0.116846288259756,0.991911152458922,0.453189319371189,0.678798032582945,0.00837868374247785,1.73916088275487,0.153299271160179,0.14916638940651,0.0562960890391695,0.0766179919287292,0.0580955199850733,0.0422357736173189,0.0664310387981633,0.0391170111080186,0.0274258321222968,0.163732871883658,0.320881482111062
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",503,-6108.15413394548,0.817475409271699,0.00503973091483286,0.000282328133593724,0.978772993861368,86.1827909257811,0.369219807899864,54.1637855476673,0.0149586941943348,0.0934965853425422,0.174727387993562,0.143255180093663,0.0560671847943448,0.923508358322981,0.0232943039165141,1.99979843769977,0.277106768338214,0.33290636890726,0.0384933067127551,0.0213070817175206,0.0181750279772909,0.00430702280753691,0.0292539375585662,0.00782855414464089,0.0352071774925866,0.373571716830164,0.138949805851679
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1545,-6080.57428176902,16.1195120401167,0.00587274872331562,0.000968173238899078,0.325494556770055,41.8904252245499,0.0582963876986223,333.72911423539,0.000659872132534991,0.0840233735295811,0.232947028710037,0.972960735757571,0.28317150074727,0.890053007603213,0.760666763506185,1.74554449918346,0.258496617441339,0.0733550727803634,0.0263448164027408,0.0180903622755938,0.0215907014994593,0.055144899328775,0.0200597091332972,0.0482035672270923,0.0469171254020991,0.386622964486976,0.303670781463603
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1562,-6438.95120916249,2.724864081626,0.00140028449916678,0.00743210025452005,0.952306217128701,22.7427867048323,0.924072571590199,1.10906848586113,0.0172063497525903,0.0850759487979336,0.100333041806615,0.137732906233217,0.646079554797781,0.800867285208966,0.110312688514151,1.44226260665598,0.339117334452713,0.147168781709444,0.0754226891585714,0.0212163948074227,0.0490179822163658,0.00678199469973245,0.0450239887583888,0.0634029102535324,0.0249092357541689,0.229219995118285,0.337836027524089
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",765,-6171.85286327837,3.26159956268786,0.029739823402833,0.00519752945344934,0.48100135407698,101.118669340063,0.258536025960087,53.608315456137,0.0249374803541559,0.14760240659466,0.0492261665210406,0.0384420131960579,0.134027381420088,0.515404500171418,0.00263823166021295,1.413984157196,0.304285429144027,0.0158594613462143,0.0218980785628652,0.0484528326585977,0.000253764481886278,0.00741537230953989,0.0352413278989852,0.0499853282904659,0.0595993663675388,0.745066507073357,0.0162279610105496
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",852,-6172.35820249321,1.07926192915297,0.0322171678074584,0.000877732405214591,0.521418317533084,43.3767976882109,0.789574205914257,88.4390003355218,0.00329382220334263,0.0830432729260492,0.0846228547451964,0.0172517549800505,0.458155839975836,0.819247520316053,0.070128962053345,1.46783292371847,0.0307746289476557,0.122987505380794,0.00790464691945338,0.0473322732584544,0.00596970684163923,0.0207503054227879,0.00142161711463325,0.0516718820996913,0.0413005423810843,0.423850259321844,0.276811261259618
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1345,-6088.38041139238,4.32763448557093,0.0245498126687428,0.00911102747841643,0.620982436789596,141.592010059586,0.154338649729241,117.782631664172,0.000346452884140637,0.0900510907836489,0.061913414265732,0.33487616605257,0.055429629927135,0.949169881455176,0.227348262128766,1.80903207500714,0.444440555377927,0.0184251031261083,0.042314824412348,0.0155317788180795,0.0239616836808028,0.0210367011349489,0.0610718847219146,0.0498964086778113,0.0312685706511778,0.170755039205864,0.565738005570945
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1906,-6162.04052532213,1.46265173629107,0.00211858475846138,0.00083156431377041,0.695107436698069,145.865254152995,0.0244438150510793,57.0542815860479,0.243591587475176,0.11433441895802,0.0962741625722807,0.674664784843478,0.191426280034337,0.515227410521184,0.00261021452576067,1.6651452509289,0.346672255174163,0.0372503865210654,0.0593669591659263,0.0619616122320144,0.100399920916158,0.0991021405189383,0.0514093429917159,0.043418688778038,0.09827733057117,0.0424984500999559,0.406315168205018
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",324,-6105.27990160647,2.59813620747001,0.00758463279865031,0.00354676759927907,0.125792371098224,8.29379063752241,0.320823968916264,47.9261919077391,0.00246781332104093,0.200600539369823,0.218574741849237,0.911904539083373,0.34169959866369,0.399148875993487,0.0443573787761586,2.21624900095567,0.274772139578023,0.652122063265603,0.0278598978230973,0.0567891629459995,0.056628345614914,0.0118383158214912,0.0650768908779306,0.0106864650156702,0.00428336427895464,0.0961844557325696,0.01853103862377
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",649,-6514.40189281968,4.7023365553447,0.000920824559903755,0.00740936783834478,0.0462928591835004,8.2871126779629,0.404790453252654,104.730167299203,0.0033866067368311,0.22761318961883,0.0544113995631134,0.703949128316382,0.490578600765962,0.385675217896888,0.309120463632334,1.41838330801787,0.329169965852242,0.260570243903886,0.0232965591001167,0.0280143930530486,0.0161681136846438,0.0028977838686422,0.0191987340582315,0.0311120364911198,0.0308539377334901,0.354487521618283,0.233400676488538
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",770,-6310.96929481928,35.7036462892594,0.00543868422673037,0.000451452932776444,0.515312619427303,58.7247691173054,0.381349779392915,31.6724932731442,0.00288448514392257,0.324202904042044,0.170030135530823,0.877888283212249,0.279821107240232,0.169341467377044,0.0623051928722951,1.33083596033885,0.233803177698239,0.07992910289148,0.0183655337200033,0.0449353701444649,0.00940601868775039,0.0406201981396525,0.0105433568421311,0.0516235453492285,0.0258772133438192,0.132050761202636,0.586648899678834
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1120,-6366.54982922552,15.8960459392745,0.0237101984876145,0.000603325382365447,0.363044500573596,121.312819370938,0.0787948146501218,2.15650929538127,0.0121227130921725,0.409359839094712,0.17080199785781,0.806637990522754,0.906428843297795,0.17828338137962,0.00839791916593946,1.44891002343968,0.274882352890015,0.328683874734137,0.0120853915011714,0.00579645639744708,0.00324490913399551,0.0163077094659489,0.027447847271909,0.0315735385850808,0.0212803994631351,0.270535161339904,0.283044712107271
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",533,-6216.53947423838,7.04628160251973,0.000661867541162088,0.00292434389474154,0.984184923528136,39.6554154967387,0.679984971388907,90.0570074774113,0.150845217690781,0.0853071620984999,0.0687837095297421,0.691660586434777,0.200139985733374,0.926891770938901,0.00431274769926835,1.74912154144203,0.849989030830634,0.248425887039711,0.0141495029267667,0.0271143027339774,0.0340242565800386,6.77469241991701e-05,0.0144840641076348,0.0253744467841101,0.0167330460679928,0.338348016444077,0.281278730391493
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",1237,-6154.96361505581,16.4895983095524,0.000487172076421412,0.000291738737862262,0.834005241997267,10.3455987964404,0.875933325957538,98.772339078199,0.040489451722996,0.193941728754553,0.0462402713249942,0.306181233313938,0.134706436703915,0.441546577404959,0.0188791181604221,1.61897148440597,0.498671394052177,0.0138356129485257,0.0476715040497046,0.0147057630078073,0.0782727049634466,0.0166897797503142,0.0596959420077222,0.0014448973998058,0.0904540492645824,0.654101634730813,0.0231281118772779
"US","waning.same.protection.same.symptoms.same.transmission.same","all","two.weeks",920,-6201.1269344429,8.93860797860529,0.0122321046982597,0.00022295118317668,0.992899286378564,412.26265589521,0.0879685356109045,1.4767165331545,0.0002238508006853,0.194268656904212,0.142963583154665,0.288153109434167,0.993646410195444,0.402375648334488,0.900902277925962,1.40667764092197,0.448022261811098,0.16755874112483,0.0184400225261657,0.0310684254092675,0.0066207453945303,0.00982522049227148,0.0338060784375506,0.0288940464577959,0.00914246091335817,0.211379990340897,0.483264268903333
