"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","Vwp_symptom_mod","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1493,-6064.1463341552,30.6947573437471,0.00610196463464723,0.00136286298778383,0.987838602506753,70.8445740209967,0.222350869614167,41.3029397302847,23.6661621302986,0.000400285191211703,0.193506730428168,0.0938990577675504,0.562363679566213,0.482152488208569,0.434095883264655,0.353407863663293,0.527944081653069,1.59820923126018,0.19868719019747,0.0205584552564039,0.0272177895624424,0.0238708638874329,0.0327852838460358,0.0294111226868593,0.0391994771283134,0.00956190604442378,0.0234898506874635,0.368162139996691,0.425743110903934
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1851,-6287.19097139532,13.9727333768708,1.64364658460645e-06,0.00224530172420133,0.288608726845111,0.589325461815238,0.165032590226666,10.69588895556,79.1141180610616,0.0206689743525731,0.266567612096486,0.156248303392704,0.989499394789371,0.463204662889866,0.685965945921235,0.237023411199741,0.0188036228132333,1.61906778536776,0.342117700931484,0.390349433694965,0.0069531593909947,0.000348958093307128,0.0217920097803605,0.0200379404173843,0.044147913347705,0.0189661134882837,0.039509575796232,0.158960408261301,0.298934487729467
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",536,-6118.67326608187,11.1811527305729,0.00273010904622196,0.000254611977279526,0.653468690128978,4.86628057512476,0.137675211385505,140.742361240338,19.176239102685,0.00107389442694366,0.145285208188364,0.0649316400411417,0.459811262241091,0.189803144543656,0.538788783677356,0.668809696211103,0.23660629561626,1.7150672076857,0.302642353480983,0.179922092359023,0.0502616524173821,0.0428621848520519,0.00216902471827879,0.0157685023345842,0.00623527677575271,0.0249086900004797,0.0219140863930244,0.35396647334549,0.301992016803934
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",27,-6084.43571646135,25.9851096121753,0.000556903104426539,0.000616051634855065,0.645433969098678,52.6516778428222,0.92856375256221,720.346499865025,14.9044357767752,0.292980849821533,0.152786924883446,0.143032960096295,0.701192736716936,0.34023263339986,0.574581755340671,0.157266865760268,0.00171240341376772,1.85039545783193,0.240510916111679,0.00540329418291618,0.02639354267608,0.0122137920899793,0.0114161965587827,0.00518424289932596,0.043741682032545,0.0354710983107673,0.0179324550256416,0.362649791657092,0.47959390456687
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",559,-6934.54438250116,0.937290021071659,0.0039728815057169,0.00118554286768232,0.471762247905757,156.525534595279,0.961801055851423,200.91954007177,85.5455149235899,0.00687912101715913,0.211574120227802,0.120735414612406,0.743652148083051,0.671374454921555,0.171908234265595,0.305319851595122,0.0184477997267876,1.21339358248311,0.0421713279346383,0.190921359660658,0.0431787110720368,0.0358612024324401,0.0421392224624427,0.0515097437637427,0.0131960987621163,0.0334241600312297,0.0263719330898505,0.297757902317764,0.265639666407719
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",393,-6295.0521398204,51.0354914780049,0.0346981647275079,0.00388708909738363,0.847913705783151,172.529478694641,0.956334946456838,37.6176361416114,11.7435060036183,0.00840454927389371,0.0902907076964797,0.128468638868384,0.266171888531281,0.239823299315395,0.698453270312314,0.864581709343342,0.0235987707288789,1.53559185385099,0.947218541842955,0.14930971022846,0.0603831367562352,0.0383392667768126,0.027716183706299,0.0209718671853564,0.006493924565079,0.0722232446749086,0.0655370957034447,0.0403161169423708,0.518709453461033
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1168,-6399.22030768666,11.4085985910087,0.0360784139216119,0.000395058336364229,0.71386082203257,945.88749223006,0.157257875364611,67.5262193245305,1965.45066134023,0.00267122303499299,0.0955150811827211,0.0534212048351958,0.757314837970016,0.0269683780971872,0.141094873175048,0.855130562590164,0.0380050612627203,1.17711568816055,0.136901836030701,0.346347176775645,0.00601460908382943,0.0380651516770536,0.0457405959136117,0.0469266798271283,0.0443691935002281,0.0343358925285189,0.0305205719841973,0.00601749923253597,0.401662629477252
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1088,-6319.37747918887,23.9587314037048,0.00161525070364132,0.000286129322980172,0.441153942770407,165.847153916515,0.506658141149177,63.5424877976884,12.5752184975397,0.0430158724159239,0.102231012494571,0.158063033358258,0.162843583541378,0.598359695639102,0.885765216324424,0.92103327308772,0.016034056365287,1.70104197227769,0.117846720816051,0.364646762258435,0.0114905689344736,0.0399348716008052,0.0361833663069656,0.0370901619956998,0.00772568087803592,0.0095116567478925,0.015960077707614,0.117930858595736,0.359525994974343
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",407,-6278.40905902205,13.9757955956733,0.00261424448293486,0.00153537584825092,0.027067987259214,24.4940998247456,0.110877010674198,49.6660488724469,7.29381049163448,0.441707386791483,0.0702419035997878,0.157157843218223,0.884237699379318,0.306721429194885,0.721543661623426,0.98130630511847,0.00238326538898362,1.36279449799137,0.261049882927924,0.313898338614275,0.0138158746521942,0.0300638131742296,0.0578917021366266,0.00121477955347503,0.0274656714456963,0.0229450890923865,0.034105456189804,0.450491095357032,0.048108179784281
"US","waning.same.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1228,-6168.08988061179,4.32620957637963,0.00240878124198954,0.00146846726921019,0.219157405089658,12.9166156324875,0.755091995586939,30.0876664865627,317.361699002148,0.00651965268102849,0.147525206250756,0.0707198919708421,0.0273716135919276,0.381966259339026,0.368814896221604,0.611227233545299,0.0414777107095461,1.92264866644209,0.0219371374684988,0.0702538710699264,0.04111334104544,0.0357070616327731,0.0313197280201133,0.0439138242302895,0.00177239633387958,0.0418887910787322,0.0539474175202734,0.462834035523344,0.217249533545229
