"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","Vwp_symptom_mod","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1671,-6119.81699252696,5.84198673574752,0.00419659254628641,0.0127245783683017,0.00142119428627676,0.950324505578942,42.7467583618157,0.0496328925417837,4.75833621228078,2.02340431131751,0.00296672946914915,0.0771921444839671,0.0360692166357929,0.764258662602613,0.877651616828742,0.816289611484971,0.973632920151594,0.081356024747424,1.85307459799342,0.165404002259373,0.0589543139911485,0.050673500206712,0.00204402286942193,0.0125850178049069,0.042032593951481,0.0489669965969079,0.035487401016428,0.0623884964422321,0.41841178733799,0.268455869782772
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1269,-6097.0714535652,3.18534068083623,0.0174090599251905,0.0147290675999201,0.000308130342870264,0.406162194433159,31.5271934222129,0.22556292685469,128.579408433269,54.02555889136,0.0750452890001146,0.132008927230271,0.0210526963398544,0.627776660937143,0.100669469033564,0.934337654318432,0.565051676045188,0.00105087819947403,1.56600116523199,0.233701851699975,0.169178127555035,0.0221483266445683,0.0267771621633774,0.0305907608947553,0.0112519393155539,0.0498384430147673,0.0326539216686695,0.0454076051737093,0.133168715348533,0.478984998221031
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1956,-6130.03566697907,6.67656365699157,0.00431718542359849,0.000673043278033384,0.00559623864482662,0.639334865521736,17.7428787642435,0.42825592908499,16.0947035987124,9.05442663152617,0.0197033777235621,0.157281735930972,0.145968381165366,0.161033303071742,0.70113446625145,0.997533226933655,0.479293571858803,0.0190605267323745,1.66150203371516,0.310168165786386,0.107026432889437,0.0320767994084137,0.0520752127958884,0.00826876284893282,0.0318047953222864,0.0274215491856122,0.0118543879370917,0.0420197276109654,0.339709309461046,0.347743022540326
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",314,-6594.81128047079,11.0885756709392,0.00589760843847622,0.000290628617593432,0.000555695768037668,0.255600631852766,130.006495578308,0.171335433917341,25.3424909978847,9.64616000964403,0.14684325091415,0.212644321096592,0.0255424394323213,0.842698353633024,0.916142117790457,0.944588446545461,0.229063133869098,0.00258756012888175,1.25856621630891,0.998595689746454,0.00703006848802286,0.022671450621581,0.0619756363913749,0.0643468262331249,0.024980945826796,0.0608159222867493,0.0335122487665205,0.0494322278855243,0.31288520281465,0.362349470685656
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",50,-6209.40480075835,3.72081516183775,0.0016091664109852,0.000105894638998724,0.00385533364366284,0.925264271267407,189.854498220505,0.708424585245969,31.8401176097967,17.1345890139525,0.0337152187820988,0.0924459015652687,0.0256382343464484,0.56843165927617,0.0641406899430724,0.253026942093889,0.955480207300146,0.0363669114384594,1.78601769268381,0.495206426875005,0.12029155083795,0.00858821319866417,0.0248649954830455,0.001401651323064,0.0239949445908517,0.00423651847075765,0.0219294617423025,0.0561679604883562,0.259950428548282,0.478574275316726
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",153,-6024.22926629692,3.96167318208227,0.0285319137425588,0.0032378891980281,0.00133745596889628,0.842860494142237,14.0868908675501,0.489187545341487,16.5790878632467,41.4032789943096,0.000544691986183888,0.0730165057930624,0.193700322522115,0.469059282948336,0.0889279634179856,0.402045704102486,0.927781817039019,0.51783822960314,1.8727430729766,0.235509971562244,0.292698463929908,0.0155470656126317,0.0204730784189854,0.00216532563778602,0.00413864948463107,0.00165366682391613,0.0035822055290883,0.0370979426440462,0.333127105657654,0.289516496261353
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1416,-6182.23357010211,10.2206158786532,0.00732275312880954,1.23923167217159e-05,0.00202115032062772,0.219438694628934,71.1507602480249,0.083986191048504,1.00630571778596,154.175765890547,0.0425324521035836,0.230204021756103,0.140469161639256,0.784195759426052,0.802232546882567,0.0220195730641776,0.319407211545215,0.004615861487578,1.64131266499106,0.295105403868154,0.12734810051489,0.0602121020794382,0.0284084840960674,0.00978808509665839,0.0553901754604906,0.0254486387228149,0.0312205321823471,0.00884327310710174,0.528377194728051,0.124963414012141
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",873,-6943.86640009213,254.095569919719,0.0254480772572787,0.00063647170237451,0.00258084195736767,0.272151231436698,18.9375402085219,0.358614960870969,10.6686907220074,19.8758089649716,0.12904372798446,0.531517103872252,0.21696095357015,0.982171375396096,0.919367794611711,0.425121285719837,0.00587562273091746,0.000547452721906995,1.73390660335961,0.11014607673054,0.298008734252944,0.0167628974369171,0.001490291031837,0.00325072597344957,0.0123125070675475,0.013723496619778,0.0277002308712533,0.0332385218509666,0.283501787887412,0.310010807007895
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1980,-6156.24014729564,26.8501554708164,0.00126564056330512,0.000555140696337026,9.52797150925232e-06,0.825773700840715,8.00275524773894,0.403912614650432,1.04754082472228,98.583692211068,0.937071026988182,0.0954986140719362,0.084178049867286,0.50078873808093,0.564798187519305,0.225670481313279,0.452669079199145,0.000155680879972656,1.90517564680813,0.959814571981803,0.189639305329771,0.0439912884983271,0.0198750233473518,0.0269154820903833,0.0245103950653499,0.0189229236279637,0.0111284122512667,0.0162713100611208,0.29418056146926,0.354565298259206
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",630,-6169.88760308678,4.60258687426236,0.00163931956600218,0.00901893365903674,0.000586717934760614,0.278528877147891,126.378301822212,0.0784128376755408,148.653643086778,60.3172155566052,0.0440282612594125,0.18539278692856,0.00182326872455906,0.960288257700945,0.205821797599252,0.479586837852761,0.422893201054426,0.00672590000972257,1.96466270616415,0.90176009228505,0.208974552118774,0.00375213973098854,0.0255945692009691,0.00846794199722751,0.0204405954520051,0.0334260517783106,0.0499150042153639,2.31616913292546e-05,0.295825390618277,0.353580593196756
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1200,-6100.63496168999,0.898160769212874,0.00713054980003225,0.000462093947162157,0.00192066896388892,0.929265282993544,42.840886076126,0.531311930910243,40.8397714154994,103.409286567522,0.014327059397368,0.348786847832901,0.209685918134327,0.484894901232439,0.510289285239422,0.427880032701173,0.183611476551913,0.0119470006720102,2.23635950503975,0.103288280944824,0.310655065531305,0.0256278797790559,0.00857085682708065,0.00903806251415933,0.00244896358050088,0.0276417402777463,0.000537070293251628,0.0105275471617171,0.266255918002511,0.338696896032672
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",178,-6078.58545115836,12.5524161942853,0.0242623663780611,0.00123934628301391,5.17285580770521e-05,0.0568271455945606,175.231444591058,0.576128121001504,82.209245197794,213.661016209211,0.143298930248134,0.430650499512253,0.117346261365763,0.654353982340733,0.104570573234383,0.39961789622404,0.0405012567950769,0.000550685347990808,1.7101051701765,0.00846914762323813,0.262664464697281,0.0165459101317047,0.030547311301373,0.0105660918688813,0.0117240202944687,0.0225361577210441,0.0155341064115334,0.0104712122351955,0.359988100488248,0.25942262485027
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",947,-6386.28280918476,24.3056926132663,0.000710947385856028,0.0055821787158942,0.00307793969830111,0.40786033842054,67.5952621401987,0.709992303348812,283.616156829439,41.1798361657074,0.00344300253164049,0.0845967484142669,0.208415464252922,0.710242636145707,0.527149652327875,0.0198948249946459,0.954861549655673,0.252907888182585,1.3833941519382,0.331560558145702,0.243893865011583,0.0191988966555282,0.0298885591361299,0.00172497815474671,0.0770788909207595,0.0359210071907404,0.0884893966131224,0.0447638671812533,0.170170659512107,0.288869879624029
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1748,-6297.6325347775,3.61385276892233,0.00645488182073947,0.0359749372949874,0.000371281269929668,0.684401150463244,106.160897577985,0.776402155990952,40.7243834421467,22.3254173865167,0.0184388597613754,0.161730077221588,0.0888610369164788,0.000173014522945124,0.837380186526422,0.634903231647247,0.444985863533168,0.0143925075318862,1.77309395023846,0.092184038012877,0.0299827268723318,0.0150289421913233,0.0488673460415506,0.021942296345715,0.057749313918394,0.00680421286715924,0.00314235182273448,0.0113798150431947,0.191343167038416,0.613759827859181
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",478,-6063.73131661884,4.59818041086523,0.00874746224203481,0.000278685312821426,0.00086382723322279,0.771339390841688,35.011696138591,0.965134498077476,6.23708566374425,26.3107831239984,0.427057154060879,0.100266417023588,0.0351854839031844,0.706632936823599,0.446136530015858,0.42459316873243,0.498304883383418,0.000288532785743818,1.82844852462416,0.184873993952827,0.356958680571939,0.023845576665242,0.0492983982387318,0.0102175047651359,0.0129993466151308,0.0100207220735309,0.0232405531567952,0.0420798681576248,0.176421764770878,0.294917584984992
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",905,-6270.16635558336,2.4264838110953,0.001044536639939,0.00114399469545069,0.000466304730075641,0.193810528757359,17.025026402568,0.391738109845968,38.6985261240613,27.0629122155381,0.0134395403352837,0.138517568215321,0.125221514567073,0.256096144530547,0.0525183739826519,0.0684628238517781,0.703611216911717,0.0573531048812891,1.69789257277607,0.241763949095962,0.126527050457636,0.0356885503312224,0.0355437479501331,0.0174021215683249,0.0421176005659711,0.0194246193056403,0.000165254094333443,0.000930705900482129,0.313973757874186,0.40822659195207
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1454,-6515.35018428185,11.034685388939,0.00943080374134292,0.000331938002091855,0.000826382576849779,0.17085217042837,23.5542357665737,0.953011983586713,201.99993982078,173.784003836914,0.185015214509915,0.135106107656438,0.0990660344968027,0.241104418128637,0.0139359971149035,0.857089618738222,0.453580489724533,0.00607437751351662,1.37601452962058,0.932473489019798,0.0283233091358289,0.0170336007960644,0.0631564929870744,0.0598591588342867,0.0643022623822107,0.000741698852906686,0.064575126493174,0.0780257676231569,0.570102885167168,0.0538796977281294
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",707,-6568.75738435846,9.67871587018767,0.000260781176886735,0.000635339148117055,0.000111818133470735,0.9991722496152,49.1229080973048,0.838415949971932,35.5009052076454,55.2217295221322,0.00839645549764394,0.0841289248454732,0.126352157554409,0.930947711840741,0.505769908013676,0.294491355717259,0.91157277499109,0.374315490287598,1.35085620399592,0.306721172229236,0.0494317976186469,0.017556660944007,0.00521957080727293,0.0186104966748305,0.0183102334343807,0.0082378382937959,0.0394943166003024,0.0404740552015721,0.379668618675017,0.422996411750174
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",396,-6203.49424723124,32.4323881346843,0.0125113794165447,4.07178951656531e-05,0.00258037831064468,0.876622093950235,33.3437268289646,0.655950732550461,2.40659581364661,108.932082426647,0.00848741000149837,0.0824862921519003,0.134963120257405,0.429790423687565,0.0651721086203626,0.379111240863398,0.955646199482063,0.00991893052535083,1.73844702199446,0.946758437294413,0.253693892171732,0.0118732523206113,0.00614064588443573,0.026446953552095,0.0146472987334389,0.00942702280428076,0.00800599925802719,0.0149691655918247,0.469787169295576,0.185008600387979
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",894,-6226.8272312388,16.1869178069213,0.00249624459896968,0.00016354096817736,0.015843192317529,0.959248415150165,31.5483264921377,0.480809838525575,71.5763874927803,170.151160207581,0.0755496558827498,0.194048692680021,0.0150133251243539,0.169325350616875,0.965627327301539,0.224508716983974,0.335110524118729,0.00412692030610188,1.67203294166263,0.773214735647386,0.174172699371528,0.0192243207753621,0.0107135246279138,0.0370015262049961,0.0181854132171318,0.020499692916274,0.00655884482263481,0.00587123874880785,0.2541698199557,0.453602919359651
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1713,-6098.14369772452,7.72265756719905,0.0161835826311806,0.00107461780595108,0.000305297486242354,0.509177636942361,56.4000229830795,0.305843988675679,21.7504522469008,70.9580457792012,0.00174078393021189,0.0831233574175941,0.0251916848578964,0.7949479034969,0.0714435939472738,0.23677475866643,0.915340639671244,0.071910559665939,1.56789931511575,0.0437077993840956,0.0478180697298796,0.0243707909570592,0.0354816139647818,0.037161363343319,0.0121058137408911,0.0214151322319132,0.00389049316384792,0.00122547598154514,0.447643964634397,0.368887282252366
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1372,-6024.93354282828,13.3791640333131,0.00422592315578026,0.000807204493769909,0.00150928817783831,0.965777794662453,12.4735574529998,0.101612148614567,5.64565952724517,31.9196516118553,0.000360476864681748,0.136187290276545,0.0403572416917111,0.804435927725973,0.0608603185560955,0.10959597581362,0.443787333486289,0.422987410690214,1.81838536805247,0.172951696300625,0.151082765249311,0.00648508864059195,0.00268136725071088,0.0446203123657997,0.0117450383587361,0.0397363447724601,0.00243544413225463,0.0302639810411728,0.472594558904342,0.238355099284621
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",714,-6178.15131438348,50.866278446745,0.0014251075202735,0.00152347179129626,0.0027331629529986,0.370124871189047,12.5817676062951,0.732918031164144,157.840051310338,1.59192538834646,0.88694847924613,0.0780595005641784,0.0408217500718711,0.291601114635752,0.0024190919700513,0.695762882495673,0.426638291436551,0.00087250965797204,1.69959429821525,0.914910334973015,0.182897649692015,0.0261131073687223,0.0413210263066985,0.0604259663618689,0.00766501258454608,0.0468601196520211,0.0150442423713664,0.0523794854733479,0.0646598343419642,0.502633555847449
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1122,-6445.32948347422,4.38984732504902,0.000303347740743724,6.96673775779149e-05,0.000903936238301839,0.668659658253887,17.042098288742,0.313576510205972,9.50121047768509,21.1182971004595,0.485213810946522,0.137866346674447,0.010506985965576,0.389009421114537,0.824088460156076,0.391319412558729,0.335493958981418,0.0328560352025125,1.59735005404541,0.925189946489667,0.0154741370151184,0.00636236521575543,0.0383731148439334,0.0001789277123242,0.0104922814374751,0.0190294018750379,0.0148789783823969,0.031410921874696,0.428274272795614,0.435525598847649
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",491,-6215.62631468358,19.2022132586239,1.58181054741356e-05,0.00225914147701774,0.00166656665262236,0.817436273458372,1854.19588641253,0.21358559270938,51.0443317608508,109.101214532616,0.00974617904320935,0.113632288621465,0.202592850408566,0.754236111259746,0.0829248180318629,0.119731864080203,0.551338059758411,0.209632790806958,1.63347978802982,0.2216177586161,0.141906940850362,0.0146940832651597,0.0431081503893624,0.0063711558546854,0.0214429129704189,0.0116394787731461,0.0222297578747766,0.0294727262707714,0.347287665060756,0.361847128690561
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",28,-6254.98348528186,4.17065908388428,0.000149472257716146,0.00374689478278332,0.000332347680242362,0.777102613201043,6.17791546594727,0.0624907737258338,14.1932139298332,31.5507065729195,0.473750744014926,0.144752285144705,0.347239223746926,0.308371940097714,0.975753337717061,0.925221668523685,0.483252935775596,0.00358285397541319,2.06966188298793,0.146503210779572,0.0305134896473477,0.0335748988702625,0.0347148272336345,0.0285549225844582,0.0184130545263726,0.0126553879012803,0.0398812938780922,0.0108371021110766,0.244772484699123,0.546082538548353
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",151,-6315.55904625517,1.68824303098517,0.018656580643259,0.00903978018112007,0.00055550724245534,0.912643408220311,66.9363382347314,0.0124576296213464,117.2488926732,81.9325542245189,0.0375832016305498,0.179574009017413,0.25591601144788,0.157645302523988,0.101910953264587,0.102909379959739,0.478447324288032,0.00208128677317606,1.96363772593507,0.915039315769354,0.0804320894130092,0.0120461032453308,0.0490188371870632,0.0576833660602574,0.0297679821621885,0.0741150947144962,0.00106686116411072,0.052638221280883,0.505262416495872,0.137969028276789
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",1727,-6570.59300137909,4.41074592393138,0.00277648638361569,0.000278167916802319,0.000997628544142668,0.349572917063209,233.902436474489,0.996504778358161,107.564597341102,235.098951244062,0.042529058723428,0.587492031645412,0.22893314699174,0.379712678422467,0.333115982738775,0.154168887107258,0.0663122712784006,0.00604082052101191,1.80151664155181,0.026002117278579,0.374696991319093,0.0063207139022132,0.0142095734159905,0.00363522287585348,0.0148607650746499,0.0412257549385855,0.000215370926873332,0.0197389366402988,0.421459999284187,0.103636671622255
"US","waning.diff.protection.same.symptoms.diff.transmission.diff","all","two.weeks",79,-6098.97056350632,9.17387550636167,0.00154310905642747,0.00138769188585835,0.00159331189939956,0.91979182556961,18.3743072691741,0.97841803425237,23.0836338041247,9.95319061685082,0.104585929422583,0.0983068342079455,0.1183915081268,0.808089510371459,0.4393197435322,0.0996305034239919,0.645462928399573,0.00406389630756914,1.76557807594279,0.0098583238147912,0.00609993846257687,0.0187842060717487,0.0131787494351891,0.068835934838104,0.0154937635410896,0.0392637136870477,0.0192152413269714,0.0653274706751788,0.493221176829511,0.260579805132582
