"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","Vwp_symptom_mod","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",288,-6178.54505027458,28.0401356574353,0.0394169217477608,0.00378293859939723,0.00937521182348369,0.87975997454729,11.1594625049395,0.0113286515251965,251.879367197496,28.61017047579,0.0391780540453126,0.113127999280014,0.156757893128057,0.106912884704398,0.552444701452802,0.654054085781612,0.00405400634572174,1.43801144978753,0.162390691621452,0.311514951495956,0.0131328003947833,0.021334825169929,0.00427936704869832,0.0208645186931745,0.0359734661405446,0.0106828487269341,0.0171700716369369,0.309453546736338,0.255593603956705
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",467,-6117.38985729262,4.21062904826521,0.00058554635022264,0.00185811599948173,0.000653965445241439,0.962533422017187,50.5844313153051,0.794536468804782,13.5951082167716,29.2160023204168,0.0110239509736512,0.292761140372172,0.141522772619869,0.261664976302631,0.116790927001874,0.260076894327532,0.0469537059493261,1.68135468855089,0.200870917192607,0.0298318149189865,0.0764861901549339,0.0433170822463679,0.0514128178379088,0.00235047918462366,0.0574754122021328,0.0224000194039091,0.0735590299302888,0.00403059182678876,0.63913656229406
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",592,-6083.85404393652,1.07363497985574,0.00890284676184264,0.00177053283179158,0.0016448817309267,0.061283563014139,237.176672285898,0.00892071307888205,4.83952387946814,226.732358442815,0.0506402306189047,0.25525357069638,0.287431101733091,0.174766496073977,0.0418152295253102,0.2397789316616,0.0037225086733485,1.99565694308609,0.344679757006655,0.16417183131412,0.00659862966359184,0.0534345265129171,0.00555224552183633,0.0309199415300035,0.0499812166596152,0.0557085929988092,0.0163874886145104,0.398792275023799,0.218453252160798
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",34,-6573.12350259709,3.18982532346145,0.000931764685220082,0.00025217691739216,0.00033605086221647,0.370124477348351,76.2311225492739,0.877901839685778,23.1431129824245,33.6502812786323,0.102369240156268,0.261329110641403,0.0649017472803251,0.631211352551677,0.356333795576651,0.177578896756176,0.0039886265805718,1.3769783824921,0.0636558236919244,0.178557375723613,0.0249858199961935,0.021105594345378,0.0124607008769112,0.0621343785984712,0.0282202437105774,0.0265246275135349,0.00248942663927093,0.200906612982619,0.442615219613431
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",44,-6082.37213692255,4.61431214731521,0.00863111769928356,0.000400860169317678,0.0126134051433412,0.0744675647646361,141.306029559313,0.972608364687481,43.3543109595504,49.3382602927466,0.00273811900801958,0.117265049023162,0.189502324802485,0.129217804756281,0.626777268547832,0.668266789227614,0.116273451079187,1.86872851401948,0.345546940832621,0.0519407413706807,0.0318789529900697,0.0373529512980131,0.00080292234254793,0.0392622069100292,0.0312667692649188,0.0180623519063031,0.00994485522458013,0.453573259168893,0.325914989523964
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",1890,-6601.99269569144,21.023376784975,0.00124831931402465,0.000522957512129727,0.00353720727758788,0.896228976001767,27.3752129426559,0.918153554204852,1.7339524493932,153.435960206348,0.0375693274209689,0.169229411520076,0.0511987073330749,0.346691460359997,0.924898307172888,0.45683018710674,0.00767847520725043,1.65587758659518,0.164555100148305,0.013627871249346,0.0413474172599003,0.0330420083578647,0.00856520105894859,0.0315803511688439,0.0547097687469898,0.0219634697584912,0.0114294752533249,0.479766579030626,0.303967858115665
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",1220,-6070.80613802897,22.2491781871122,0.00216777726615703,0.000326307539292777,0.00674242491316192,0.759497774980439,2.37409918167698,0.970506890306645,820.821324460517,55.9471368219292,0.020985446328851,0.107879089065631,0.19582158011491,0.785397744663969,0.147651913040169,0.77335151316912,0.0102763409844195,1.59685931639958,0.275235380201699,0.0286316005311011,0.0397802382269528,0.022885999198627,0.0203745176683386,0.0317547732183212,0.00520153586723284,0.0456802784754769,0.0292282490526391,0.320475703672492,0.455987104088819
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",574,-6307.45672487504,24.9603187128683,0.00648775271887811,0.000616950442030648,0.000723247265911162,0.261138246342528,169.892001472174,0.117214462169095,10.0112030025311,5.51419935238562,0.0109143293733046,0.0871128730661715,0.0605330234983493,0.11025535975069,0.271680966843748,0.837054714336042,0.026332771735763,1.35505517321208,0.512125792457871,0.0492914613504713,0.0664828543634862,0.010002694626227,0.0719969732162507,0.0724735888747488,0.0075189471150095,0.0183969101968983,0.0768100778812264,0.208308893157557,0.418717599218125
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",1075,-6115.76355675576,25.6274894315697,0.00341263849097993,0.00143380373701043,0.00014740088105435,0.904381315889061,20.1062563628598,0.307685837055232,44.9375744653318,41.1623970841295,0.00993878913050184,0.122889593573762,0.215243850255959,0.885239496182997,0.99738605537137,0.528780031761926,0.0188423499068251,1.63903792223046,0.163300658031754,0.0978753216061226,0.0511720766137785,0.0191032020556143,0.03109346214485,0.0424708007286446,0.000449578043156788,0.00401848027663388,0.046589211883421,0.244719790455829,0.46250807619195
"US","waning.diff.protection.same.symptoms.diff.transmission.same","all","two.weeks",810,-6186.0430754006,36.8670323680499,0.00176747029059108,0.000233616492399065,0.00694723955116909,0.124594947340108,1.69882842642688,0.226511192975275,116.429197538368,35.3039284266392,0.130926126624347,0.206449745290886,0.202521853226928,0.965577304007497,0.512407193578434,0.358242820020201,0.00272936173686292,1.59798905486153,0.343735753399294,0.358576990188092,0.0364239730694603,0.00502922509997749,0.00720484222673373,0.0102045286365522,0.0362031355456501,0.00891710109605256,0.000346286118876134,0.126668768718799,0.410425149299807
