"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1422,-6136.3994088052,14.7296656054951,0.00288541810344918,0.00602751559857632,0.859350372295249,8.81607893162622,0.00121905749146553,23.3064439885445,0.530952960153154,45.3400268283681,0.00568986109605013,0.126883395540336,0.120065122167747,0.552345326748256,0.305711381512611,0.616466395307877,0.0519774860381599,1.64470574118768,0.221681946266677,0.35746242749466,0.037642449571768,0.0105466353064851,0.0128970460061135,0.0076958477390186,0.00260461189399021,0.00900456874898368,0.0125959770985984,0.236328968153992,0.313221467986391
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",458,-6119.40111317768,9.60798784302636,0.0537523482288516,2.73237417061783e-05,0.182237715784652,17.418099819791,0.00821759332616729,7.59732445132691,0.812904170509463,10.1818414087569,0.00511211825827501,0.289251455236073,0.0870943547552745,0.0601465194985898,0.767458029401367,0.317849248838251,0.0225710578888875,1.96184643750681,0.986245802533757,0.141531583916586,0.0466871668790493,0.0419360542588559,0.0144951929972647,0.0211891151731051,0.0443418398025613,0.0330008951582204,0.0105227966003706,0.386152868436412,0.260142486777575
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1866,-6824.8396022832,16.1820058294961,0.00145284509114175,0.00100354982796541,0.942496983359783,66.8331603953419,0.210997127853009,375.710421589044,0.0367474883555725,7.35090147757697,0.00158699427645215,0.0999244293101719,0.206321270274829,0.75500060769433,0.681649866770998,0.80674862744309,0.158298075605218,1.37783069859122,0.179374634065984,0.00417514498820652,0.0179820419175599,0.00940038239405793,0.012508266910758,0.0166246339157604,0.00905174473785983,0.0247226466985757,0.0418715659737056,0.501142305601174,0.362521266862342
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1531,-6147.09439775983,0.716941464493487,0.00254896924184246,0.00288480007145728,0.471517603334583,17.1080345571573,0.225955685655446,17.720601246218,0.393693617502784,75.9288112053031,0.542392081147444,0.133896084718864,0.0358204888883898,0.0574134396685285,0.388719842188424,0.0839784528688791,0.000659585769602669,1.81019255628184,0.544825015814364,0.0786751339507392,0.0408735833649986,0.027821554569618,0.0442579877709492,0.0251745292110663,0.0157256532784062,0.022911518915289,0.0026928777373401,0.436295172660174,0.305571988541419
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1583,-6160.31545138324,6.45078370979583,0.00274249354406935,0.00324296850028727,0.200740651711855,6.48031352123163,0.817841189314291,47.5989935945291,0.455619145525415,31.9955269992904,0.0224163127786542,0.108171907555482,0.175392236637466,0.39108224738383,0.222357604040865,0.825556950989426,0.0131292028265842,1.72290936148297,0.938459805189639,0.240915644273988,0.00039134162671738,0.0110214625295729,0.0331734957273737,0.0381599692995258,0.0187452614870578,0.015078851732873,0.0205781966595309,0.151946942766669,0.469988833896692
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1088,-6140.18029558377,0.901489437280773,0.0010831970327957,0.00261486134524344,0.884576132081814,31.2125807411611,0.767862578979496,76.1226585144774,0.038139334978899,4.03569392137349,0.980085366147591,0.0874160595324718,0.134593389136324,0.336053648518403,0.14029908527197,0.974574934727048,9.23190723083962e-05,1.61112531423334,0.394227790722227,0.327337388016137,0.0114628416559772,0.0353197708852903,0.03467782063373,0.036948693632893,0.00807563709140889,0.00922406847301371,0.0146484333440636,0.113210304472873,0.409095041794614
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",860,-6114.59070760887,31.3209369190285,0.347125242981125,0.00015461979703199,0.193991665205782,80.3010522420896,0.00928424032035337,30.4504782158736,0.11945259100052,52.5742970071556,0.121819349505274,0.11493840136462,0.0337726572306885,0.141798076071416,0.92749358275649,0.760143356887826,0.00040817677154496,1.51992304739431,0.0392400479205231,0.414275782258022,0.00271276689648934,0.0312033957224871,0.0450967996443622,0.0302872052806314,0.0374038539031931,0.0240852665645409,0.0426178982934935,0.192001562121279,0.180315469315501
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1200,-6141.671967423,4.80100480356222,0.0120947406695624,0.00128269749737972,0.229078749314063,124.756128008899,0.84307630777167,9.41270537874951,0.907292190128187,106.295001647892,0.314363391611646,0.160724006015223,0.174323805827399,0.609477387627702,0.333240883909595,0.322038046067148,0.000297045856085473,1.78757913829227,0.0395279008810885,0.268677275013803,0.04521482591653,0.0426422618848272,0.0120038270996778,0.0140071356856445,0.0038433691151737,0.0418193274102313,0.00080541527541067,0.185451246271478,0.385535316327223
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",605,-6095.47676541261,1.8323998479655,0.00372196322461006,0.00169534380651824,0.981191157704002,18.5984027243245,0.411930718506561,131.592618013398,0.861282359269928,15.216250936137,0.0251491976975611,0.100962164719349,0.051447643558234,0.891124034290162,0.00639703618836886,0.704766943215479,0.00764240834087876,1.65797153116695,0.692812277010783,0.210235623641633,0.00184429345736296,0.0105498672270977,0.00460931853388474,0.0232813617220688,0.00670271848260324,0.0114279392239199,0.0278446960559511,0.32821616725633,0.375288014399148
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1960,-6170.36529605244,29.4201682040752,0.00626029291657817,3.52742445214094e-05,0.986622766297675,115.938175809052,0.00067944139042322,289.534820672986,0.860724593415522,67.5971984487297,0.0614940193916404,0.342245763176897,0.0650316860193126,0.213013982176932,0.512054632509486,0.333135942418949,0.00377759873860746,1.60746426040236,0.0315099316447633,0.0522011058046997,0.0179564683393057,0.0385547683062434,0.01091762721575,0.0317906995424549,0.0547914911303242,0.0372111006203498,0.00369234601935561,0.170471118149069,0.582413274872448
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1993,-6051.18392296172,11.6210023229867,0.0497727193281142,0.00249592929064859,0.758285259973091,31.1883123902881,0.564197298090619,52.0309786665132,0.864724369365196,64.4077910091008,0.000101477299197297,0.0866972845726782,0.177410935487272,0.0808447269177476,0.853910305057499,0.921495363715257,0.788036587102018,1.4520210815587,0.257048382536909,0.150286670486902,0.00608339271678582,0.041689654642202,0.0101509007459054,0.0284839947379509,0.0268956238748017,0.0211565369522244,0.0121855309870537,0.416656651651217,0.286411043204956
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1324,-6235.77082504033,1.35174933030277,0.000737003103145153,0.000166753652668117,0.43469557939795,9.87284564798605,0.97256140869134,84.0009800743053,0.293625397258231,51.8068853137457,0.0922613099020574,0.125444205198759,0.160021468011843,0.464706044572968,0.515381188911338,0.687635906903909,0.0142406753645966,1.78480846738283,0.0351529846994561,0.0549305931006013,0.0280415138574071,0.0630890120609355,0.00925848445021519,0.00329936106384804,0.047210818627548,0.0136045852177824,0.0645637109866736,0.240272935259424,0.475728985375565
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1829,-6148.39869530558,29.6913414933845,0.00294697697257981,0.000252864697416965,0.394467527109231,555.596431462903,0.282773059641379,78.6193299058172,0.378780663059674,232.638794892914,0.0300255441664835,0.105638062254289,0.0147762510622369,0.752375072842482,0.985024950853649,0.811304468498464,0.00656386451281068,1.62919375881979,0.00714005082224517,0.0269935824741205,0.0855183961308922,0.00327619779386169,0.075669300188562,0.00720872098013908,0.0520640612081862,0.0655126157038345,0.0594594030773755,0.492978670578848,0.131319051864181
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",846,-6112.81308322089,3.49374610013786,0.00285612266661726,0.00299756735787025,0.369533186073191,1.96980207223942,0.0358378615945574,37.0565502945812,0.429610067413308,52.2050016397798,0.00459931360769072,0.16558966229292,0.12244224069913,0.995779174380367,0.335736066149812,0.411230789911881,0.056898828999387,1.66948429152381,0.297897178385773,0.145225720391999,0.0515586685757481,0.0239810788275536,0.0330331357363045,0.0397537729210518,0.0395654769404908,0.0170638917985633,0.0532839298370728,0.42795348884267,0.168580836128547
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",36,-6362.27187348447,34.314550135307,0.00171358165678921,6.26714630082655e-05,0.0355190664190428,900.033448656977,0.333376557916297,661.804675720582,0.601935893414001,20.5860805490247,0.00736782507138879,0.270415391577415,0.017990415264966,0.788477357074554,0.775630214843833,0.243058726524501,0.134609526804703,1.56255965501142,0.0577179771438622,0.0505128652356203,0.0615835577839937,0.0110345153078044,0.0829732660513911,0.0699040653394095,0.068861170860059,0.0206103678382168,0.0272598970119595,0.563963342654866,0.0432969519166797
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1805,-6158.48926926335,2.03217576138502,0.00381551652539242,0.000482261174306029,0.287695564930342,18.570651680239,0.0572339341597508,32.6670539427489,0.833855723375812,22.3101337341258,0.11821190649053,0.16492089311254,0.223492503139141,0.29075444974849,0.0646511326492047,0.61297801742757,0.00189809221199839,1.97596385730786,0.96221404616618,0.00807416933146002,0.00394813657848095,0.0350709647909458,0.0473058418833029,0.0400372323197348,0.0211267878689653,0.0414816747452191,0.0130386453263282,0.346561361911867,0.443355185243696
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",634,-6148.39038474582,0.841440919953089,0.00384657723681695,0.000560756379858424,0.0351090107627064,15.5316250403013,0.180177779585812,15.4610471151254,0.536887990406446,1.8949708016195,0.00083424475774028,0.0798982605405033,0.0722453710152139,0.591634318298132,0.993397530820307,0.956847505741941,0.415563157161331,1.76563564985548,0.164137955564914,0.282773930042569,0.00626488950217487,0.00750436987898417,0.0308913937657094,0.0476483878417311,0.0447277853140397,0.00555566146001019,0.0348344411294031,0.330218246608432,0.209580894456946
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1789,-6157.87029521277,1.42107103561217,0.00678030246523616,0.00490047159691616,0.409575585023206,32.4205421417359,0.499473317651241,65.3457425689402,0.991306206226558,182.755792925137,0.000658095129534517,0.0814853258125036,0.0328033185843967,0.108615833503832,0.379106097807553,0.937175391329268,0.470936902306557,1.80817306877833,0.949930828535913,0.246851603169886,0.0389222361344361,0.032663045703619,0.00753532345110661,0.0475283496400571,0.0411345273334666,0.00797083513654458,0.00412052517213003,0.287525838070616,0.285747716188138
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",59,-6353.87744326301,5.3840177760154,0.000141422077909656,0.00296759722429928,0.00774974098710573,52.5860591593688,0.0944689785997054,11.0406379980374,0.68434648635288,2.10838367365071,0.0526064396713357,0.25040021239309,0.0904892408773661,0.0220110910309864,0.0198646011965763,0.533046328362823,0.0234438752973612,2.22399132848327,0.280364569621565,0.0507355801186188,0.0194305994057019,0.0110737983392989,0.0430434783893388,0.0284588303275947,0.0110649725343177,0.0259879845053896,0.040769381657842,0.502774804074442,0.266660570647455
"US","waning.same.protection.diff.symptoms.diff.transmission.same","all","two.weeks",904,-7815.81982933009,195.235656522944,0.00119870703660994,0.0016007611223401,0.0515975184675843,126.705264391674,0.508557880809349,217.069051120514,0.836569434884295,101.073686651421,0.905758645920174,0.13417393520286,0.108085085978008,0.53087621595793,0.12139854634488,0.162617258774276,0.000280567274713467,2.43646023386529,0.00488617834572939,0.104532315051777,0.0348304231855625,0.0214607585531373,0.0437702660213337,0.0237828162385384,0.0133570982861307,0.00593819851904437,0.0439744572262011,0.663584292687449,0.0447693742308256
