"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","Vwp_symptom_mod","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1289,-6069.50674648855,4.18249547338536,0.0153542433078032,0.0032391780580468,0.543661804326871,20.7826673424653,0.231198513727478,171.570610700755,36.0092926377629,0.0337122337102344,0.0785190809110764,0.12081831755991,0.00165752657067561,0.412982402490019,0.837043548783728,0.00778075198276692,2.18427499547075,0.309585451961017,0.0795131575303045,0.038970008518398,0.0438856713432172,0.0250234708534369,0.0369560111625304,0.0144237032032224,0.00176345603757565,0.0344893377120198,0.519481757151864,0.205493426487431
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",868,-6173.01546560641,6.57052351846618,0.00404306183617599,0.000507611099988437,0.652214163176234,29.5921038555293,0.812525748381844,109.720945706862,143.688075626886,0.0475345011913439,0.0756844803529972,0.11544498924324,0.996027049848653,0.463566828299585,0.987370465691331,0.00413445308975057,1.64286904392239,0.970437679133291,0.369205900382375,0.0148294854177843,0.0275939037381159,0.0165217360046633,0.0267584030313286,0.0221308407229244,0.00183007910386299,0.039709174226778,0.167130147118174,0.314290330253994
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1130,-6135.70655735999,2.0445320566397,0.0314806017419323,0.0072474089034692,0.606904898606482,2.23712251524402,0.923737947299235,2.43608093344851,5.76199739037683,0.00764600991045258,0.0667223440710751,0.0822879013242592,0.439935791344587,0.591774664510479,0.98331298960065,0.0222170652395371,1.77562066243502,0.963473144639406,0.438595111831349,0.0237092830912812,0.00426913786947494,0.0325375556317814,0.008142115743295,0.013053184821506,0.00621269658981486,0.00964844726763762,0.104589242768131,0.35924322438573
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1054,-6208.37760647079,13.9781729047136,0.0188413048050471,0.0126985343365386,0.0736056021680577,6.25070428274275,0.931458099028991,37.3177966812937,15.5904937499143,0.915213421195351,0.0752712237080917,0.0609891781945557,0.546682873001128,0.455920416487207,0.479635198657988,0.000218373483610138,1.34678713735707,0.362983477874602,0.0738047849603845,0.0267487014403887,0.0233280405193583,0.0360147733018433,0.0342098816532103,0.00785775684852622,0.00710864285011103,0.0105626987766828,0.329638353681032,0.450726365968463
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",376,-6403.79304978939,103.744251033172,0.0225664792775045,0.00031144146929629,0.535990366321342,12.949242494262,0.703167386897785,66.6848593601095,73.1324515506659,0.0012890573560464,0.259155386196706,0.156265644901601,0.122131629987252,0.376217153784172,0.280952677408519,0.224072088105173,1.57462550104391,0.0896978898389018,0.109828650166231,0.00886055127302378,0.0046882109895448,0.0375475153656265,0.0318121471587583,0.0497219125119394,0.0242391212687288,0.0430617463185878,0.376518574589211,0.313721570358349
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1388,-6152.61390649401,2.24940637439653,0.00235244595937513,0.00198091595710898,0.824129683962465,1.70070413049868,0.694184633618958,115.519191659065,3.41693237028565,0.0558299692292913,0.192839208721745,0.0888286326164873,0.30594892764701,0.678395618433924,0.347374655749084,0.0042755707047356,1.55417496655666,0.157679757711645,0.020764922168657,0.0464795543755205,0.0507653316815191,0.00891382867358626,0.0358950181403499,0.0327742133068109,0.0456091617680623,0.0457143216823891,0.477774575589201,0.235309072613903
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1257,-6169.14883815471,13.4404033379664,0.00768918833334554,0.00205489357565133,0.924682993137911,457.734577834562,0.594187421884738,126.388321988555,5.73568327199012,0.0323343628698559,0.2279335779051,0.134726395257419,0.608592150882373,0.00157274551771015,0.216775961667414,0.00347712208593443,1.67801058179807,0.569559944657179,0.0859871577163173,0.0396647350719965,0.0217637514460852,0.00429912760157693,0.0104889686548951,0.028619633618051,0.0341612576914436,0.0109164950819955,0.362360876053493,0.401737997064146
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",627,-6080.57528945517,14.9044835580632,0.00442833424875698,0.00558603961210777,0.707711829388356,59.8747542160981,0.397364275723886,84.1442501710398,11.7917064709809,0.0436471710290403,0.10922882264614,0.16432839284241,0.431593466521328,0.192714550247361,0.643932448467799,0.0105382963613907,1.78127980074935,0.283734779709835,0.215760349869725,0.0199672202512155,0.0233985633175731,0.0158743679702112,0.0111358778873215,0.0233100930017726,0.038262283991218,0.0470173161586925,0.0779672158730319,0.527306711679238
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",1942,-6094.71215267471,5.77410880511771,0.00571911601720136,0.000578072762435438,0.417335013495579,61.4285609908759,0.102261729580673,117.747751585661,19.8826447415806,0.0410907602467903,0.106392454411489,0.235439676621879,0.162301838867513,0.502879413635783,0.795562294317662,0.00575477619147785,1.9408896917944,0.138935941333669,0.0490884354129842,0.0558012138513778,0.0105896720759467,0.0565392193361804,0.0203384048053301,0.0456547236547855,0.0555594621477124,0.0581773818216995,0.41692233480764,0.231329152086343
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",966,-6445.89142664845,62.8458203571836,0.00382941985294734,0.0038262471461765,0.924589177784065,166.335681200293,0.916806554276405,396.498852930464,29.2201893726446,0.00347338237837691,0.0921547823111632,0.125461516073612,0.591384864845404,0.119188647545406,0.759709060994828,0.203983357506342,1.3369610793135,0.233243930878594,0.0257527103299173,0.0490292446445746,0.0100546444378181,0.0768738500832934,0.0863290178311475,0.0584337877031023,0.0418151865743301,0.0487083071975983,0.48596624034731,0.117037010850908
