"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ev_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",634,-6103.88322667056,18.0712085499903,0.00585007317469391,0.00438816785238595,0.000984445526875581,0.509792303812147,204.066786153495,0.0354613803532243,14.9609831979937,0.256892449626765,0.001039188085903,0.0797415116018155,0.0583764846897694,0.828501385255114,0.986818357653308,0.990517304244942,0.227713896794526,1.97185037573536,0.40587792712109,0.308720808064481,0.00629160783619693,0.00751339183577645,0.0311886638829906,0.0452311979671114,0.0478313834683285,0.00576905540900015,0.0370266098827975,0.307607238724341,0.202820042928977
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",1316,-6261.65541673456,75.4370218536304,0.0306355323836704,0.00145089291406684,0.000495286571091952,0.510077859294614,20.8347953560392,0.00440129972692658,13.6510279287675,0.334466364378195,0.0326547677572163,0.261824848701905,0.112132071741944,0.258092664188792,0.935264681493877,0.241733719832192,0.00632957674564295,1.8721209030529,0.298322545130143,0.00652701380849663,0.0387586411193288,0.0131583692866891,0.117772381045511,0.0498921278085551,0.0845134227304188,0.0708679649074385,0.114386287463645,0.300389018304512,0.203734773525405
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",1858,-6090.47296327943,2.18477973698126,0.00435937496914364,0.00235215482161608,0.00238467987909826,0.0815877939904014,66.3146878982869,0.059032408355894,52.0901965780371,0.00153915428709361,0.000710514256790919,0.0792954275123344,0.156762567676447,0.406883247170427,0.639707126847442,0.936240824366122,0.377659001618572,1.7631274193272,0.230481683181617,0.0680504657928568,0.0302051733558613,0.0958502142714642,0.0829521016741,0.00946882982951773,0.0233167591925455,0.0158047233720717,0.0745770974938661,0.598173517866001,0.0016011171517159
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",1870,-6192.83074052735,20.0124959065489,0.0200506106196612,7.07333295950089e-05,0.00152014396373377,0.973458302502206,82.549864250387,0.719845696001963,91.4356825801815,0.189286129888676,0.00313473176781344,0.445887603385018,0.138466436018108,0.190426959997054,0.156982768268702,0.179789427853854,0.0290719601939008,1.69797180288859,0.037294278151371,0.215743630217328,0.0125482942889252,0.0462124501477189,0.0493457845609695,0.051995315905626,0.0324346752576482,0.0316126566031857,0.055801540711622,0.0041257944303103,0.500179857876666
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",447,-6103.85825869345,19.9529405976376,0.00707682158666549,0.00169296344660242,0.00170627043824743,0.470561744683919,31.3133582656682,0.11517120263117,12.7112834960243,0.343357012067837,0.0395568116618401,0.0928052867443951,0.117011259076603,0.612296825177919,0.153022710251629,0.833430669144102,0.00352493898888951,1.54320348197072,0.14039636291583,0.200043927513093,0.0305685623170961,0.00652123169480699,0.0356716205284097,0.0288449109132183,0.0261837862014455,0.0147499757462494,0.0147825623531771,0.321588071036573,0.32104535169593
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",938,-6119.44927870193,23.5008984978932,0.000802823388629503,0.00113537580570828,0.00171632098568578,0.739525674049095,145.665118238337,0.281493992954771,53.5052606703284,0.165927555116732,0.00433928223866231,0.0917056683858672,0.0647152671210189,0.791975538784519,0.992113819751557,0.946802264744021,0.104854852595677,1.6603052490115,0.981365050576316,0.00453061446594503,0.0136374870163249,0.0185754512346891,0.0446225802613535,0.0262823459989572,0.0399083491063683,0.0408071266649093,0.00337076509642914,0.545992382754185,0.262272897400838
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",38,-6226.87365246223,3.25122689822013,0.00151847625497535,0.00086803331853513,0.00172830631155556,0.190749104894903,9.52253084212173,0.494130260199223,11.5118365626097,0.0629192164233054,0.0687711192420453,0.180659519912971,0.0825869969768279,0.841956117483993,0.448491986863112,0.33724904412614,0.0165507127967123,1.75722859240934,0.315691526056916,0.0961165758809661,0.00247909065964998,0.0393894497774412,0.0475636753834711,0.0191441873366277,0.0414325863804061,0.0331982014267191,0.00846876664148737,0.356493165754665,0.355714300758566
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",254,-6173.8854949693,31.2742309465309,0.00174526012196745,0.00185690830433317,0.0012068088044526,0.926708172378921,128.533364572983,0.517678830524378,47.4719405413348,0.910254673287965,0.00976588373179142,0.105327234025698,0.0655092294659249,0.212540328107773,0.18396498610817,0.740472408864524,0.076839945864815,1.51923138170661,0.0186693518950544,0.226479719128231,0.00329637454376751,0.0292964245438771,0.0139480854135327,0.000588460488465389,0.0208205061967276,0.0408274328861647,0.0166469035421393,0.394897638132104,0.25319845512499
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",951,-6329.17209840912,16.8507237884633,0.00421489980317013,0.000750017538120793,0.000217494684185694,0.63299382926975,5.99622939345811,0.00628912609629624,10.9135796349578,0.914218458748072,0.0181506746848788,0.155566533005501,0.0738661047587056,0.563298881209862,0.410558654738837,0.399271383852426,0.0245369720634925,1.59217516768369,0.11325424667681,0.148044239889483,0.0243096441808405,0.0555670717079369,0.0426588828223246,0.0427949946907262,0.0257964212231136,0.0481430828909778,0.0633981008618487,0.368491153367054,0.180796408365694
"US","waning.diff.protection.diff.symptoms.same.transmission.same","all","two.weeks",1151,-6155.42586401995,6.54480905780069,0.00732139543000544,0.00137986400667544,0.00782942629080844,0.186374609073337,21.5335415235108,0.310902163304212,13.4359163539993,0.995833400016923,0.359662357214271,0.20294284402066,0.0997788565897799,0.438070348210504,0.468951236749624,0.077278001844616,0.000406653952036132,1.61274359251415,0.0100761126339927,0.226893594849595,0.0122603613091455,0.0198991631140994,0.0253230037884897,0.0261478540424906,0.0308595785713415,0.0157840347580326,0.0228068462723594,0.347027706228591,0.272997857065856
