"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1554,-6071.67281637459,0.853296174453729,0.0323021548590279,0.000236568591281674,0.000232005941633869,0.499689830884113,347.76201860247,0.28083959056608,136.525870706482,0.854557345291005,59.0723758162448,0.00110373450236571,0.0930149962418901,0.221811558126014,0.745048154796049,0.792001687192222,0.800879643677975,0.0712347267882697,1.76618760486739,0.412642492899628,0.259283654906979,0.0325804062421988,0.0190765275874569,0.0425357300731396,0.0145293922568051,0.00359026695442239,0.00312127074483879,0.0112538601456148,0.316163829794698,0.297865061293847
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",899,-6115.35217398234,13.4422583651016,0.00525870097172022,0.00618941086506662,0.00275105601340783,0.166594085386958,8.58298840172915,0.289181986674067,0.579085001625708,0.688236833412735,14.8592247223151,0.00342467324438587,0.276875756802895,0.0419757168860716,0.85504948311928,0.0291130599634693,0.241968922532365,0.104696364104538,1.74332654360001,0.636496257901009,0.240479445499824,0.00629119465480819,0.0412343541809502,0.0213059892697669,0.0018054719175694,0.0203780479794234,0.00813188334920115,0.0346801187516164,0.424277739088242,0.201415755308598
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",894,-6182.29889749842,12.1784594963397,0.0136057958568659,0.00567775910323442,0.00467681708321319,0.953934628678289,8.28839914734526,0.489116539950812,533.594869241868,0.704570550046993,7.46795223836,0.0279818665004129,0.110584881189615,0.00828837048295971,0.541241139742988,0.605498155135131,0.647373217363102,0.00494244624822986,1.42275667950929,0.827386983953189,0.169281572482363,0.0183867819885923,0.0094943661627289,0.0368634331402736,0.0189819357263379,0.0190648170959657,0.0062041409119999,0.00548432163859338,0.243719885302748,0.472518745550397
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1626,-6157.13203234928,23.7757214939439,0.00159751662923825,0.000488352006108243,0.00337368342711842,0.455552939960644,33.9176811443705,0.513475770624256,45.9398902639169,0.525101901472929,41.7627496900587,0.000710089651852652,0.212747974692744,0.0497094269469204,0.7906013711521,0.543328483959516,0.319613271797596,0.41296046409239,1.48081908844212,0.354187155739406,0.102604633280539,0.0641475599416336,0.0128460448408876,0.00246352981197793,0.00981840509791342,0.0352574470503147,0.0146924823858468,0.00119419746257923,0.442315591766804,0.314660108361503
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",481,-6052.31934798341,9.59215568657737,0.00701076720452074,0.00126134082344002,0.00257298326813105,0.725709210586838,158.874381437668,0.164758242002446,122.503279053811,0.819327357878328,20.8620580635855,0.000137034479366881,0.0880981612937114,0.09150226744586,0.994161111433397,0.420283399367745,0.806222793017303,0.899474151132906,1.54235215051182,0.26456460724437,0.272424245934588,0.0337936923665704,0.0408013824568332,0.00955880068244909,0.033677994778629,0.00876390777050593,0.012589790961362,0.00535235631030909,0.364376809538839,0.218661019199914
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1097,-6161.86060227412,14.4508044730325,0.010699629230521,0.00221279312425623,0.000634964157403128,0.0403011398835793,11.1171018853404,0.130421071858126,68.0557351450106,0.669481851007138,48.4048251598717,0.0157623976044605,0.213727940585538,0.0585142224493144,0.0968038808788377,0.921825655402805,0.332740177101385,0.0142633646290889,1.55194297945951,0.187442228161261,0.201689912758129,0.0110154224665037,0.0154860534707506,0.0177824386534957,0.0206058237635399,0.0467742401492331,0.0102283792851948,0.00150178366223705,0.348063810325549,0.326852135465367
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",465,-6209.73429494737,2.93172135060041,0.0132497700575503,0.000183392508388445,0.000455499578255892,0.0778149130475489,22.2793775365045,0.917746631805334,12.2387652163627,0.64257524755584,139.077566849949,0.0456870806204683,0.22281296759987,0.156931772740458,0.703296431253621,0.0730444304935891,0.40412528110383,0.00156037281581331,1.98418799011635,0.118732784769402,0.207394084284016,0.0915635558656266,0.0429871028087178,0.0303384990588711,0.046318076668214,0.00140509351516237,0.0654423818262544,0.0843285273464199,0.0400905884354679,0.39013209019125
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1311,-6086.87971950247,24.6375755139456,0.0410951817510431,0.003998989110965,0.000171018745380389,0.559464284792357,73.4121305182835,0.366211954258972,1.77568484116979,0.367648643345689,50.7370474757822,0.00129442147636229,0.0790082902049945,0.146488285542043,0.0467385504850576,0.868928563964944,0.997939344551259,0.13068171830119,1.79168235930734,0.270386502154655,0.0565709785748733,0.0353298768782569,0.0457163185609121,0.0214590843260343,0.0232768852131065,0.0225090821366352,0.0552560672568205,0.0533305025552139,0.428769007631213,0.257782196866935
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",404,-6074.43341827873,13.916368099749,0.00401009301784896,0.000200741747829557,0.00166461350169421,0.873638425004757,99.0670564654947,0.311549643659272,4.99054442164102,0.986443279883055,138.842091741936,0.0204899551899324,0.225400616424643,0.0588876751598889,0.353411485256126,0.0093959950831376,0.372630550284239,0.00774791527604976,1.67827036303697,0.302781328935548,0.27983588221265,0.0318924643549759,0.0184070097281776,0.00534021841562566,0.0131411721035201,0.000158743432964356,0.00670848447842559,0.0257433798949723,0.360884167115543,0.257888478263145
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",847,-6354.38658509547,29.6068132642031,0.00149821342934156,0.000129329220863993,0.00056588314323051,0.860325286018615,79.9277847436472,0.551396061491815,1.42049588237641,0.53273532058524,54.3011175267776,0.000566264323081007,0.0962321128527894,0.221474013728139,0.627679541502768,0.0168440404371862,0.996773821266845,0.775128651178039,1.70870012451344,0.0206148635187489,0.404033467868239,0.037105513838749,0.0443395075197643,0.0245205601706417,0.0559387125389101,0.0292457903694378,0.0131222544593205,0.0300809745646371,0.0157768051428127,0.345836413527487
