"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",462,-6129.95541893342,11.8472548616359,0.0120062207972599,0.00117254454534832,0.00106787272681734,0.650125228412103,147.505596896562,0.175645784642279,538.879542214016,0.534157299830997,0.00427109141183441,0.1714304908901,0.160593861346197,0.117952673096399,0.15056276756782,0.9208147443754,0.447605318351899,0.0641666598380641,1.59445501646788,0.190219654248566,0.309542877607061,0.00083302392100115,0.0338906576059156,0.0433151898495915,0.0182572668786643,0.01812121434347,0.00531090448563847,0.0171610145877963,0.473464638478102,0.0801032122427597
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",153,-6226.68466200342,12.3858924739038,0.0017991687097956,0.00145066708749796,0.000993136933225356,0.808071983845857,27.1615114737996,0.861435631404646,68.3104005050089,0.483922664712828,0.000631429080098778,0.0892068990070546,0.0342451241751864,0.878568901861663,0.321823255067364,0.239171134244802,0.962358447954338,0.428388299255881,1.4042673545407,0.196721849674664,0.297165350383515,0.0142173438083923,0.0204161184080224,0.00228648784819368,0.00385344932040795,0.00161632675478763,0.00359534977573258,0.0377128497031155,0.314871912890814,0.304264811107019
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",584,-6354.30458506739,54.5834398593628,0.00156780683383479,0.00133159977971711,0.00562608800259697,0.531883760195852,70.8689553490018,0.150068513465547,28.3730906531638,0.38955257322942,0.00342776580982186,0.224645962210242,0.145811212970537,0.942179602732861,0.249837639544785,0.857721562007198,0.275106183960839,0.075015014921514,2.02843876769937,0.290764842759441,0.00664062891051901,0.0298320085367973,0.0886635533077171,0.00966141198162652,0.0357879517073917,0.0586947393087086,0.0289928727232652,0.00912666876824431,0.43863785347946,0.293962311276271
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1269,-6183.68606119635,18.1701710355792,0.032206881707724,0.0203451455165015,0.000643458641914004,0.584815959701064,3.8830638888469,0.547559938472294,26.7924713219016,0.967778219759057,0.152954268858896,0.0910390942351441,0.0550593103377893,0.813360715187783,0.276193681398222,0.886949535017506,0.695751115961813,0.00101980382732435,1.53697459200204,0.156147707259322,0.169228850878335,0.0219150919792747,0.026808063209467,0.0318347690890949,0.011476093049558,0.0498183697303856,0.0326978512326424,0.0469553622462852,0.132383619673569,0.476881928911388
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1378,-6117.78900354212,7.95021145971612,0.00109075305467191,0.000699728120603113,0.0209902627731269,0.980226509172184,447.646118393156,0.340251159142784,165.221450938283,0.523436777834298,0.000733861492944232,0.0877425601964025,0.163285538568693,0.572786194667935,0.838164347926274,0.58689185838849,0.978877590693677,0.621542753584549,1.6824134671378,0.354592688331797,0.0942681544822588,0.0363955726304424,0.0266915954341552,0.0351771546859121,0.00708419922756341,0.0507485834496352,0.0445690145637449,0.0409605514217669,0.17759242351884,0.486512750585681
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1583,-6185.34055110522,1.38259187247852,0.00142700634537881,0.00383994488002939,0.000546733541936954,0.061949085257331,151.897309697175,0.41465755491052,9.9099609769104,0.230607105813354,0.00110905642160846,0.323706022060776,0.123373003340186,0.225504931168024,0.521318357205862,0.796449124531602,0.273403362335476,0.366739647887153,1.64936163473877,0.288113301858055,0.0042850425651965,0.0112255363931202,0.0336054399743595,0.040714594321715,0.0197137321046171,0.0158882973561359,0.0218559258806182,0.0172138689091054,0.499434237596331,0.336063324898801
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1752,-6117.23646064052,2.79398728214475,0.0148679014304855,4.90728244959135e-05,0.00727369852785843,0.991099255282423,8.05038057112328,0.247500292577077,52.5530312052039,0.9572654981581,0.023051526892858,0.179905744909647,0.0834498256471384,0.251179084086513,0.133762938666501,0.0869846293345804,0.457143484881652,0.00445563987862367,1.86265087162026,0.121729849263395,0.221859028434605,0.0455035490665228,0.026439768434227,0.04578161641258,0.0246387896694456,0.0525175891198583,0.00879847977919669,0.0370535327776979,0.0727180537940514,0.464689592511815
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",676,-6135.16837649414,22.1329954579282,0.00676014189676638,0.001294611299727,0.000791675365732718,0.0447739751532741,927.90993323111,0.583833513866195,7.19003514002394,0.883536376538876,0.110588784134814,0.0939425914328883,0.17270260695472,0.981121700753891,0.0515855549009119,0.301839591380324,0.869128755179882,0.00213625736652664,1.57453348781199,0.19657452027611,0.34769894978547,0.0231749281659688,0.0423491171564046,0.0383922847380579,0.0140040234627027,0.00826393462257548,0.0333425302304351,0.00276728716035914,0.328072526254343,0.161934418423684
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",142,-6243.22084871386,2.7880144143631,0.00380195141041407,0.0209283835913288,0.00158058808637876,0.157748597570584,32.3197240147594,0.231890090294011,2.84347475116918,0.920348050496747,0.0368139460162024,0.441570252435839,0.0739028460019265,0.0214435700385353,0.188811552054488,0.946565396602423,0.141413209292291,0.00717866165864516,1.42122947262802,0.979027563793136,0.0423061703413172,0.0125675004805676,0.0130525594440988,0.0399906550186389,0.00715154020818883,0.00029942482949678,0.0431342322972218,0.0005392854499237,0.466054440468903,0.374904191461643
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1341,-6246.21303756929,9.07979854380808,0.0208367345985981,0.000272323887903409,0.00305713415083457,0.0302581498487325,0.1410455582204,0.110260737768008,15.2939277547023,0.612931787555219,0.0907515479127892,0.0942697985608432,0.266471911321847,0.530933471067902,0.0227085319853778,0.860802279842959,0.860233336906759,0.00266544086177797,1.44029961841854,0.209607232252055,0.218223999862754,0.0705035576101384,0.111867027863345,0.0706256644568121,0.0479706996888805,0.0512860081934299,0.024810069530491,0.046241381883749,0.0563564336469653,0.302115157263435
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1713,-6294.33551034078,1.35097455659836,0.00102008657562186,0.000469680375197105,0.00202439065922272,0.489434947973096,10.2339164109928,0.558088008611165,54.6514808339603,0.765928268813013,0.0122279724228751,0.0899194303332774,0.00785267510268117,0.709171076053238,0.292985300604847,0.330304387525511,0.815981805536143,0.0902311719651679,1.4962867899108,0.0691169671609026,0.049294905491853,0.0248141565606661,0.0362750622304917,0.0359747446289012,0.0119098813509808,0.0233190646791848,0.0040350826194728,0.00133478822301873,0.444352935390547,0.368689378824884
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1147,-6285.53290161171,9.72798699793791,0.00266382027557919,0.000674606749490879,0.000834203035744677,0.700142665547785,81.4584850270788,0.782253136416271,85.636253450043,0.0644961423602513,0.00753613020435745,0.131159090431324,0.00256971844278396,0.198763285403065,0.839694054721136,0.135883484177087,0.754160842325006,0.023523983056879,2.45373898218822,0.573785010598996,0.000565389643031733,0.0401256807947984,0.014156450717449,0.0331227273598446,0.0399353617814491,0.0502948675976812,0.0496014330666505,0.0087413229421179,0.520652791190398,0.242803974906579
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",396,-6159.42116447335,12.3344445159547,0.00284600270737601,0.000209770832643455,0.000302732030076265,0.840404333017534,132.784466848994,0.920593118010763,3.89745729017644,0.931618668962301,0.0270425060154492,0.135401937104013,0.138007584195697,0.322358699744064,0.251149591395013,0.207745582653449,0.619075668757686,0.0131662738697451,1.83406977460031,0.961176170838447,0.265601335202493,0.0121138575789102,0.00586595956730333,0.0264190683536513,0.0152499107222009,0.0102601097323987,0.00814639432551046,0.0153151262165969,0.453377059973124,0.187651178327811
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",618,-6253.87880553976,9.11215152018744,0.000585659714157189,0.00318864033194614,0.00172525600222975,0.865688234024866,1049.84204815368,0.0387160552880536,125.281864422571,0.824931614660763,0.842968807315742,0.0758570264028822,0.076051530207597,0.763331236284778,0.132931037607601,0.856265452968678,0.964521930767599,0.000982004852303624,1.65603885447545,0.0190376138545261,0.144081570571254,0.0214806246387028,0.0483349504969736,0.00784121721436091,0.048413536330375,0.0266376201403297,0.0437757572535522,0.00566976057158561,0.501119894264096,0.15264506851877
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",50,-6148.2877552827,1.7434468941697,0.00480037522058998,9.57520451260644e-05,0.0054515610793467,0.786665348737358,276.079017113048,0.905329957996176,53.2707364570703,0.169503299426066,0.00254988802748948,0.0879805625777918,0.0389950798608544,0.550527372664295,0.0183970431803026,0.325684011104012,0.978222209279221,0.06408090082375,1.60235745996728,0.838825001077058,0.112116802229955,0.00858551141008901,0.0243670585050295,0.00142274670609541,0.0244317189309538,0.00427125910598236,0.0202675211640285,0.0561135987563281,0.257258235141167,0.491165548050372
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1553,-6212.67021556929,0.940046324165,0.000228179740006675,0.000612847178600878,0.00542037442434887,0.370492565971291,34.9956205885713,0.574704236320787,5.15822180282707,0.311114126730692,0.0276481625791626,0.222762341048338,0.111443503889867,0.969875905386428,0.129884107464282,0.815093766774456,0.249657860500468,0.0318607155974832,1.97206011974434,0.0617740483026227,0.119147105098818,0.026667534652511,0.102707549061543,0.0483153715466858,0.0769832917227371,0.061773189664835,0.0587310747301727,0.0750513122344925,0.255055433578376,0.175568137709829
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1039,-6207.80670988164,74.7102878312667,0.000553818696847108,0.0226785782316221,0.00213127866304865,0.696831986445832,49.8708838554004,0.00727898612812879,7.85281306681774,0.975826754508275,0.000891019691501265,0.104869420295255,0.0653219783695841,0.949241844747582,0.977120733571801,0.363630981800855,0.694859886082371,0.589127114977627,1.70025655597003,0.913655346069367,0.178278675783909,0.0208216827450359,0.0348173330569408,0.0050580635718598,0.0202434845132361,0.0235010648178734,0.000881329978609958,0.00319129725836864,0.304349090390543,0.408857977883623
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",690,-6179.57546599415,1.66554188120833,0.0107868154208671,0.000863596731958955,0.000398432865475372,0.0138858288648094,23.3832964522556,0.886050267976695,12.5180355351452,0.0927934474191055,0.175024460142299,0.109055841087111,0.154012974090042,0.536851934521396,0.27640915989251,0.786247971082961,0.73457237636259,0.00117003558107695,1.47512758339064,0.252092982083373,0.19348121637569,0.0189947302995491,0.0176245571028968,0.0298060543185672,0.0386135778351858,8.638949950944e-05,0.030874773945314,0.0159005293618723,0.515776620139667,0.138841551121748
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",865,-6154.44142708484,15.6682883192476,0.0281301845559863,0.00529041752816151,0.000337401380574146,0.96892045215872,45.5889283439867,0.0828513878856618,90.185614235868,0.994111014492583,0.00050320410011107,0.250359692178722,0.0794423120579853,0.0506636710660179,0.121731210936601,0.36062222037006,0.29305744891767,0.369056651052213,1.59490920020456,0.485731838434844,0.423967238421979,0.0309471598025163,0.0449975669793953,0.0135864640807145,0.0133934773564444,0.0104792876160109,0.0309989461193299,0.0231303889068916,0.176349545729677,0.232149924987041
"US","waning.diff.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1123,-6102.38469858006,22.6435883910689,0.00683710001439888,0.00377828124656246,0.000442030533547999,0.725750675844907,14.6837710711723,0.720745391975531,40.1401941061013,0.705605539659748,0.0917424097537654,0.264441234824538,0.138945080747539,0.218481575364281,0.0735747143851335,0.829419014738741,0.209744265055045,0.00209846030960118,1.83928663260489,0.107623292617916,0.139315560073167,0.0444501667049428,0.0259201727384921,0.0362783550648926,0.024219839189271,0.0334906225425717,0.030060124286412,0.045779795934095,0.330792936081904,0.289692427384252
