"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",943,-6253.48551391599,396.230188315235,0.013599126018349,0.000290642492980648,0.379081275528039,108.234492285514,0.967625385760859,55.2452471246941,0.000638743149568941,0.300244463106806,0.112569787206552,0.872833672108964,0.651106370919824,0.459789152199217,0.198543203830463,0.158547718392297,1.52779632811336,0.162645556010569,0.0610733280009889,0.0356167259662155,0.00478279108355006,0.0241831552236702,0.000968399351920216,0.00289869107107437,0.0275062778018204,0.0308104173806365,0.553800732070263,0.258359482049861
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1581,-6109.58782482444,1.97348022018764,0.00861762751616775,0.00317732173745348,0.682018563773644,53.9582242674423,0.813532026728852,6.22587737707732,0.0141843267809387,0.208785793225393,0.107264583576776,0.0747820271006926,0.00651509468927225,0.31248132116105,0.416509426676583,0.00778076825813986,1.89334851693377,0.275814254949419,0.0235800244828211,0.021082753762476,0.0621236968147776,0.0421791733695824,0.0335298424334844,0.094223932699973,0.0600111600191054,0.00290923840847536,0.14123523077137,0.519124947237934
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",915,-6139.93506934042,7.69489689677582,0.0112456047605311,0.000284936529787977,0.81549809300339,31.2072046244614,0.210825966648988,17.4287509616553,0.399206417282298,0.133726035846521,0.241193874774042,0.494263917351199,0.187250590431811,0.610125678358206,0.19346643643691,0.000328515569854452,1.70139591353562,0.388173558642162,0.262153486046893,0.0247654274481995,0.0642150411096478,0.0314649331929395,0.0585418874721666,0.0423718368897588,0.00603284846311782,0.00953850738120147,0.312955343807969,0.187960688188107
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",261,-6429.52339578561,13.5340625234679,0.000644828299552106,0.00595878535898934,0.66722475359034,39.9497321714727,0.833996076767508,20.5330787685617,0.000565659700699075,0.271166993398836,0.111184004630788,0.362822172955927,0.301183054616177,0.419906267395002,0.276934307411728,0.759670974066384,1.79740782083567,0.295977796197449,0.0377155067267802,0.0421603179651354,0.0274036937815767,0.0662078950612974,0.0759259197645863,0.0688499020863215,0.048737033614216,0.0599244308931568,0.535120120952152,0.0379551791547773
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",744,-6106.68354216904,16.2991423445535,0.00475156711696183,8.65603055763053e-06,0.0404909271480935,19.6558077951372,0.14276592989304,266.090174518484,0.0254997324836685,0.108859341345759,0.0489543534625343,0.0191349354630773,0.944261324064791,0.742111224103307,0.93870092065766,0.0187492197623117,1.68439488657627,0.416020556087189,0.0644688708380756,0.0418597159871991,0.00161389283642506,0.0190093651803906,0.0287131731811366,0.0335520307328212,0.0233077265284247,0.00187455022209762,0.410610045681167,0.374990628812262
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1412,-6125.56256783624,11.9910589934096,0.000671292492106498,0.00119334962067068,0.785063946059469,12.1433417994231,0.710330276882726,14.2088527432933,0.00653973123487595,0.122158217032871,0.127384444467838,0.681343577500097,0.889456026977663,0.155957584428241,0.594474661227032,0.077125491007301,1.55316078945589,0.330060312923935,0.0315989529942418,0.0456334684252365,0.0176849619996575,0.0127249434045372,0.0298944640917917,0.029521248574282,0.0224043343014168,0.0383986346929713,0.181670288127434,0.590468703388431
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",24,-6229.88873326993,3.16534296105942,0.00508810688300322,0.00113683356896852,0.925137199435328,4.6443337398242,0.43041406181795,98.2165088607253,0.16045221924074,0.169699416155881,0.0292631235335048,0.164080522465819,0.137546403967487,0.83467855248848,0.348639999709725,0.00142092505030098,1.41098882065958,0.231108925960948,0.191970290016735,0.042495543438014,0.0180544209200894,0.0461333369927539,0.0314390816857469,0.020233904960541,0.0386700067536516,0.0474772687120367,0.255771034773016,0.307755111747415
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",53,-6031.12629336525,4.94375293402428,0.00880691478841891,0.00260580010676833,0.30513326870106,4.32616869815961,0.327605668130909,173.893002231064,0.000885330306999902,0.077487654726157,0.0281909884037442,0.834653360691822,0.741752078378789,0.774399648892252,0.993185698799808,0.14838145703037,1.73351429794262,0.481623384299169,0.363930296518,0.00525131011165564,0.0317189402300041,0.0101275690853913,0.00168516101215563,0.00530086250506415,0.0102089251088023,0.016526338740495,0.28400111747215,0.271249479216282
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",107,-6228.96279666452,4.76916232069225,7.30402078303872e-05,0.000957792174041972,0.600235271361468,0.550253919043727,0.0911519227920513,25.5326046245226,0.0307580786729319,0.173325291297799,0.0346822090451059,0.726582220945308,0.433467927089983,0.304608591746518,0.36879005785699,0.0120111140900919,1.43607826536374,0.0109621876284893,0.0282226788095305,0.0301773693359175,0.0372453235379584,0.0397592987729032,0.0100048359569609,0.0481930940643901,0.0153462380923838,0.00923870081403162,0.576788132923323,0.205024327692601
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1764,-6494.82511786368,9.92958360205243,0.00390507559419932,0.004184886482111,0.540313223737497,66.0821275347584,0.0188831017605263,8.76562700838725,0.00083915766580824,0.121685101585732,0.12270795172135,0.668099868299427,0.163960204181948,0.987276256054571,0.58778404339817,0.137893931804107,2.18055743232107,0.489509655904284,0.0996324509038698,0.0292024000734038,0.0261949751548476,0.00800204709260424,0.00593728721260447,0.00871555912298999,0.000685796468879089,0.0083720407913314,0.390144497055234,0.423112946124236
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1439,-6188.6241315732,12.7586869184085,0.127053016730121,0.00619499683711369,0.065946996184031,63.5302861686096,0.192992863746526,143.70576077413,0.00388382759094823,0.130147867712764,0.017795377176661,0.821195065044486,0.790599091252981,0.085969249046269,0.572169197084226,0.0161676626144886,1.55575491692812,0.731971806906371,0.011674418421435,0.0419695357422904,0.0528180679048283,0.0566251837438252,0.0137180357998512,0.00215069089008851,0.0172714208831286,0.0518998545914827,0.522782989875711,0.229089802147359
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",304,-6082.15826780715,4.64242707446515,0.0270143582308141,0.00198022990871568,0.259369443378048,5.33033874565572,0.610690923811572,54.9446719284511,0.000840137502125229,0.121760877616137,0.226267310050948,0.881415024720166,0.581403222388453,0.980073480324859,0.673717854261554,0.105328779674691,1.82231512235015,0.169315630058332,0.305970838264734,0.0159133380607513,0.0494322652785997,0.0270688264637006,0.0319873756217294,0.0482934859602369,0.00549854756429111,0.00354616865730094,0.299565563802047,0.212723590326609
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",687,-6096.14445260466,19.3413279682501,0.00116015957985067,0.000649386234782538,0.917275471123637,6.49997765002417,0.374565581579661,61.9171073923357,0.741474634205938,0.0995378555045134,0.158439163498655,0.986592830633533,0.108727280176055,0.248140260640807,0.100819458737589,0.000197110042771941,2.03868363388516,0.0568521303516584,0.144553708154971,0.0490102033634933,0.0177352094513879,0.0690255232492092,0.0264946933413156,0.0698417953682283,0.044281373105594,0.00913755918136728,0.465108694708071,0.104811240076362
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1545,-6277.20415476824,25.9067378763573,0.0047146519313571,0.0068896783200459,0.0768296535721787,57.0229634787922,0.0385560421820331,58.7709246926654,0.000576845708213599,0.379461148977668,0.157348793497604,0.993376554386729,0.0203932403902965,0.55740060797222,0.208752991068731,0.377076750533379,1.56015518919529,0.161870441701753,0.297896735959457,0.0157289422803398,0.0201313788976376,0.0553366855456652,0.0206451864296062,0.0490337560293397,0.0507518270810814,0.0405888619134672,0.315689300891611,0.134197324971795
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1112,-6267.94083243007,3.65927705138537,0.000412654033009849,0.000499490955661175,0.674113060226187,15.5500656502005,0.97590608112327,26.3284035996675,0.0552038817928379,0.094515752465589,0.0709002698001475,0.816208406492717,0.216699867427496,0.954936859110948,0.787064971954042,0.0193821058344513,1.69944092640775,0.592449572679904,0.196572449944675,0.0127249054038401,0.000820125099647535,0.0381817423288441,0.0192322662810949,0.0313301722015917,0.0342082832630121,0.0469773163797895,0.411942975665821,0.208009763431684
