"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",1025,-3314.47598800572,0.871258573837989,0.00254432707533446,0.000327254152825753,0.00050470458833115,0.720707729524413,108.016313823655,0.614131391974884,86.2316654602485,0.978806453319138,7.16071314964831,0.0519984638004657,0.106383095040342,0.167530302845989,0.310701673247488,0.568809848047249,0.310327090364532,0.748688658709047,0.0106183681696926,1.69482120881811,0.328601473993632,0.040646518284928,0.00237724749632681,0.0512572006862329,0.00415975417697016,0.0274616312425749,0.00597408516125961,0.0187219322488341,0.046305607026562,0.35071554560446,0.452380478071851
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",817,-3435.9525952048,7.15338677286259,0.0102964148928756,0.00248728022834993,0.00077502042867932,0.274095141466703,29.9254254837686,0.456112522734764,165.4534903085,0.76818412685977,28.1978291139001,0.015729655775472,0.0943227644583327,0.117620703430012,0.158471470852916,0.506810720181369,0.70627858998169,0.764287029305542,0.0245156240203156,1.5359165439039,0.0064602018903688,0.171982720740515,0.00398641668904802,0.00611754103961109,0.0202036866537793,0.0492552899501076,0.0498236972980399,0.0189995840920647,0.03580300907854,0.463387468686543,0.180440585771752
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",1218,-3385.34640969877,6.01083696388357,0.000396976365313025,0.000208860991891204,0.0035351086295417,0.695840669458526,143.728797061747,0.734639453302473,10.2222472503865,0.565204539907442,6.46486769010191,0.00348366821714609,0.264678995830855,0.0688587938491632,0.366779141707591,0.137944766125278,0.210502920109972,0.272843248867334,0.191262604394019,1.73531457723137,0.00194406214844895,0.0970888452270229,0.0315125143160717,0.0419753172166308,0.0424542913387747,0.0338683340310222,0.041879402701842,0.0201606443938563,0.00500369414225559,0.179742429636237,0.506314526996287
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",70,-3320.54948285157,9.0283312125263,9.39915561426597e-05,0.000285937859401919,0.000482501878131522,0.613282419058705,7.31646021054238,0.0178237111337782,2.05702315329249,0.533320567879359,75.2006437020428,0.823318555946533,0.245287216599237,0.16899576498316,0.48041931239144,0.636118020319537,0.0432690280447169,0.751311661601319,0.000123873235047767,1.73408030718478,0.327279241020792,0.101478643561386,0.0340629436177954,0.0234426379927224,0.0201382775021674,0.00596729871102687,0.0494865961502702,0.0394381969477819,0.0234100503402715,0.204714141083624,0.497861214092955
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",591,-3362.0183897733,15.0388164092521,0.00145221111510251,0.00135620331706294,0.00136264134106341,0.56123716039208,133.657659981102,0.264469309928479,61.4057571365382,0.125561043095662,27.1517814214338,0.0530869957359408,0.363444588133354,0.266401167997831,0.377360053644807,0.477290202662739,0.427282692328871,0.160403086909004,0.00511269540622355,1.59684106262033,0.217355483951157,0.0273378021223769,0.0292636826297736,0.0389484673055084,0.0464644086218349,0.00343081945147922,0.0334913120454681,0.044135212467718,0.0339960746088616,0.315868277962048,0.427063942784932
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",13,-3422.70018867389,7.03636633355112,0.00900085213472192,0.00641068040438416,0.00494248819575946,0.199560957924005,92.1141255209912,0.316833333009706,49.9495767197339,0.42688024102867,13.875469745087,0.0983131924024224,0.0762458752111419,0.179462767556035,0.96647382504431,0.767806815975748,0.0376154176898792,0.961083012149203,0.0030134435072301,1.73031862112601,0.0404645017943519,0.314259989795334,0.0138976406378161,0.00050751756541188,0.0330569315828683,0.00298310896462807,0.0179430494721886,0.00379495145780791,0.04719601353175,0.111331949799897,0.455028847192298
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",738,-3422.79149467828,4.83065392960434,0.0017465890168134,0.00107552212708682,0.00159983939905687,0.399601592588524,20.3026888944555,0.247124938388965,46.6979935300116,0.45060266709709,32.7637004165581,0.00268977298108663,0.215204690876122,0.071379820351415,0.924407335417297,0.828947055071231,0.0557396659375751,0.321291537695533,0.0901761673683143,1.84803423558345,0.285317095185497,0.355573119445748,0.0334889330439328,0.00652403854370351,0.0420664800894766,0.0303150919634841,0.0344109321684065,0.0465488396021513,0.035296018071416,0.0863331777994551,0.329443369272226
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",1567,-3450.5882233196,3.98256156009187,0.00222594848427176,0.00209716879101843,0.00194613931659625,0.984420059008934,46.2073088172847,0.069706693734252,15.09283318955,0.168885928251945,14.1283174348702,0.686671528856493,0.0965412866243061,0.0811059525865529,0.44405535303181,0.67938452479547,0.838006051959198,0.186766469459682,0.00143908675888559,1.43387878715979,0.130811000355362,0.120925463073815,0.00732510667254014,0.0437994906915381,0.037312415165808,0.0222780421651928,0.0294241324352304,0.0353498871332061,0.0101547474486864,0.422243455905181,0.271187259308802
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",666,-3446.6829034234,6.35366085932659,0.00337492314907399,0.000150646685300092,0.00119048721834486,0.308174856481919,23.2848623357576,0.523932827708712,11.5356667890766,0.39739466056491,5.48337941569771,0.0771560928043247,0.142333749366286,0.0328694810695522,0.0990008990208857,0.527520401839806,0.555262012459818,0.51236456083361,0.00512645479105848,1.42284421452324,0.734176398944689,0.340241013422148,0.0125293172685934,0.0243735439405485,0.0118953042139424,0.00338513641773881,0.0185966472886292,0.0145687488581124,0.00357974153621345,0.27848045032404,0.292350096730034
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",112,-3540.15411856812,6.00626824129272,0.000258835419498083,0.000795553053122479,0.00236245075447547,0.833376229570706,14.7544620167668,0.821615841414059,94.7706818673224,0.516040650796269,10.6164489795193,0.0373201418124853,0.0972643858879967,0.209537839934193,0.874497927633568,0.912843079111577,0.299330981967135,0.733055138229355,0.0377805823627994,1.84167453157209,0.248909435065112,0.439877642322445,0.017404444869895,0.0511432267010072,0.020829947005016,0.0154262446803295,0.0163836005257831,0.0122167105686702,0.0211168817103907,0.204897113183839,0.200704188432625
