"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",666,-6162.95279523675,17.5686555046232,0.0016052142806293,5.4712611761815e-05,0.000325260015742233,0.084054288632043,287.139853542487,0.26088974102725,11.4472783992242,0.62966531511863,6.6672983433167,0.0610899625928999,0.284147148287323,0.18480175563123,0.179785551833304,0.0218075593407631,0.539464022219679,0.323869567649018,0.00905098901373298,1.64645746315886,0.420562165191763,0.344727270758645,0.0123007284772961,0.0236849222776149,0.0118118577843795,0.00284790041521205,0.0183582580263415,0.0139844169477943,0.00371366328476377,0.312950965307009,0.255620016720943
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",889,-6129.64881764073,8.38137088254664,0.000640660410366158,0.000457729917548697,0.00102195362838398,0.0446050872670349,237.413643158576,0.26724366462321,68.0580269727608,0.674612513741146,65.8505987416845,0.00514059929276899,0.478689707421426,0.288846748842148,0.916089155924185,0.456189276020062,0.693906187389307,0.168661808785838,0.206136354604074,1.85360496245927,0.257409563869975,0.00941731491542223,0.026292991372645,0.0741568037049197,0.0224213772599719,0.00206989007732603,0.062876463173154,0.041936061015404,0.0329096886605636,0.298599039108274,0.42932037071232
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",940,-6147.87224457718,3.67604592409727,0.0116549281191253,0.000500297931987359,0.00236443176725187,0.831391539517329,68.5432710817716,0.524682362665125,148.129437930134,0.00330047309949846,34.3772049172754,0.0330390632377066,0.130811006578098,0.0351806387727673,0.492133710476781,0.276483652106893,0.282679164093549,0.602326755988002,0.00286982542293273,1.52360181538488,0.984714585949176,0.0226126390598798,0.0285015498757012,0.013599924245841,0.0238625537137451,0.0721616368619866,0.0230226383928316,0.00531795800732162,0.0548095681620318,0.0503839906913617,0.7057275409893
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1783,-6099.31211656083,6.64761517550892,0.00126802802021873,0.00107440524222914,0.00181796193768542,0.953562664841807,1.13408369858246,0.0127359069914353,16.9276230546434,0.946874095509484,49.7988060670099,0.145514158311554,0.0947319098355321,0.0219405078578429,0.841745876483001,0.780314912376697,0.724780183061269,0.858287250831051,0.00159271770812476,1.71714387353103,0.405223937427241,0.0940768900918441,0.00566412024966018,0.0456861977314918,0.0125731802756173,0.0137726376314732,0.00786537714973273,0.00446207240737299,0.0490170457093855,0.502093882479945,0.264788596273477
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1730,-6080.19030385298,2.73529724122947,0.000852482281935947,0.000805071831902355,2.60044907187033e-05,0.987881554223794,44.6721765894205,0.803686381477799,124.502874073096,0.652981318964625,61.1288506692664,0.245158307648647,0.10450726231394,0.101069222386573,0.98642298325059,0.720012130043052,0.490796402144634,0.613720386032484,0.00243990093097859,2.02897263239249,0.847433773403842,0.000630154286654022,0.00193716242924632,0.0780578765109803,0.00779189681960236,0.0170765998015002,0.0112761381733033,0.0354825213725554,0.020204873295511,0.559821755561615,0.267721021749032
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1456,-6682.94109497957,10.7162135049033,0.011552014147906,0.000837911146627938,0.000591089159173079,0.0594648828428611,12.0321288954303,0.881670781718583,10.2841276076912,0.963596798274804,381.344476639254,0.0107906420703781,0.0871283021026593,0.196278473283242,0.0791575263605936,0.51701107507127,0.350781639841304,0.994076975520671,0.00772293091773237,1.37270413693942,0.78899015293693,0.216170188766943,0.0215504235382414,0.0458388751509865,0.00137876202860465,0.0121336825862458,0.0301159543835832,0.0105217363838667,0.0206000055208806,0.413058450558971,0.228631921081677
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1404,-6048.09543263773,16.3885074980177,0.01470909563915,0.000405199157188911,0.000979141178593946,0.222281328083535,519.079862956708,0.712519669892368,66.191432758932,0.0382750864549674,49.6248218688885,0.00589183283664585,0.105470939274074,0.0852104663616843,0.913264696494857,0.0939406351968213,0.0704128270458763,0.761901205185245,0.0199881685524831,1.68937669292799,0.320845873957081,0.138786403117676,0.0366340954698805,0.012778220490507,0.0379969566554635,0.0210338290346048,0.0205800224425903,0.0360369471191337,0.0229149357244363,0.390131192911323,0.283107397034386
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",455,-6187.97175233796,28.8031556662507,0.00425656985047772,0.0011002900373392,0.00134283050702558,0.648539621582354,7.04362543174959,0.651126300977055,10.6311178434146,0.522133270522657,115.955531389399,0.00419133748577873,0.294122965525882,0.206184780262426,0.914446219632897,0.79696949099365,0.481911895060809,0.175267421024271,0.0320116175089293,2.01338057721476,0.337925283737967,0.0626514472571889,0.00919441539664324,0.0285380119759078,0.00334034814449455,0.0621047807964099,0.0510561650025709,0.0297519607822922,0.00515661280789466,0.0658001974005447,0.682406060436053
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",282,-6334.41374086278,8.38830955450393,0.000704551534166895,0.000267406312133668,0.00214613226661722,0.791052997920641,6.08492365918116,0.877327674268205,31.1633868367665,0.62800943045015,20.4292154261181,0.032517658922183,0.127406714288483,0.11598451770315,0.968047151162993,0.755112217487945,0.86977063173515,0.318268720195798,0.0181482831930577,1.80681048253744,0.9640798771174,0.0939538142532461,0.0164678888082292,0.028822427592994,0.0480504488810799,0.0442465037368474,0.00280256307936567,0.0429895207215645,0.000104046770925196,0.0362753664446621,0.686287419711086
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",199,-6458.11721026995,5.45678013689279,0.000550356669325395,0.000550376005234399,0.00380263815701867,0.995947407551172,464.959526194591,0.774015811673438,31.8684275816162,0.894526826777021,281.85601896451,0.0371722281942907,0.0739907617854506,0.0693556549687156,0.849806897161709,0.125912097460005,0.304139799218606,0.95786231430389,0.0286696148669988,1.65123712979956,0.974748538281094,0.543733594791761,0.0255259412582643,0.0633759196276246,0.00897089421555047,0.0235268237059002,0.0172125064857639,0.00133443928776713,0.0494799126485962,0.114545763580236,0.152294204398537
