"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ev_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",1,-6870.75354157168,58.6749617810622,0.000617095101027424,0.00888000789180487,0.000345907233607942,0.440669993060658,66.4211253818344,0.300382297380124,2206.62282968227,0.861387018368952,0.193049524283541,0.818906056043896,0.992098652148659,0.981743863530241,0.258221758646558,0.0124114371683905,3.76499962402451,0.00189873014756472,0.405785066284113,0.0583485601618445,0.00652277963180635,0.0456967554546539,0.0209429192452899,0.0629754290001027,0.0114765327376554,0.0483933963146216,0.0177338807678046,0.322124680402108
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",2,-31579.0067012389,7.1308384579711,0.000170598938635078,0.000134330578551586,0.00040190331882603,0.0309699271361397,27.4547403872101,0.18908086016136,58.646193531816,0.0117063533985599,45.9398067487632,0.212119817592573,0.0845262269878044,0.711552793560602,0.935752320306954,0.170211437021996,0.0163703009954551,0.0179312410002189,0.0700393463862146,0.0384068172986838,0.0662890768336152,0.0171165262025679,0.0854327186888867,0.0477183442674197,0.0664005661933784,0.0259844594895412,0.574354039901894,0.00825810473779811
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",3,-36682.0933860439,0.0334821403180126,0.00412158580936749,0.00135906819603917,0.00416185664750434,0.933084448069304,46.1408805888748,0.932775939969371,10.0219431362506,0.00131485359484509,0.015378574150351,0.519895397146526,0.397932197792856,0.300526477290874,0.0921839735128643,0.105471234259558,0.142833129332066,0.125194430070219,0.229369769432273,0.0419991167759022,0.0564613947690467,0.0653061060151405,0.0402919641868056,0.0507753534404754,0.0670679868883575,0.0694214467110661,0.199212310433111,0.180094551347822
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",4,-6521.4193306085,10.3932856232777,0.000395848141948798,0.00180631797389998,0.000580424970102569,0.251538502390192,438.392364444309,0.348849405359277,107.50114478951,0.00511774194544741,0.436870415935097,0.799624866108838,0.275624099339763,0.804272496245689,0.490305865184516,0.141856700574243,4.00527391705975,0.0168248823849552,0.314146459023753,0.00409919417482211,0.0132372771115417,0.0150157335895997,0.00255365988234682,0.00788909340513955,0.016411207129564,0.0208226961495129,0.289939570036276,0.315885109497444
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",5,-6878.0500083203,5.16633094626664,0.000311744827449515,0.00105632069314888,0.00303258042241249,0.0913632335387474,47.8789412009275,0.383930540607757,288.004553765803,0.270741988839185,0.189741143776295,0.0556028141356936,0.385438891795837,0.308236906138721,0.0833533217880471,0.633857353852444,1.59254793597797,0.20734198581521,0.180487824136753,0.0663504798227029,0.0440803345567775,0.0283086847362668,0.0677378272092456,0.0307715969583401,0.0505506885060809,0.0368840250675858,0.144641709145172,0.350186829861075
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",6,-7419.7067728905,20.5500537758309,4.90236988038708e-05,0.00356666427312865,0.000786715253527515,0.0056385165035552,50.5511967762063,0.935844187318167,68.4850827990957,0.914487714252895,7.86374907809711,0.993744007317573,0.0109511458942273,0.80541950802471,0.940953364973114,0.3675382944455,9.26345604323171,0.00660079319973979,0.262420194456636,0.00875771565062643,0.0374854687430744,0.0299528875711377,0.00752597526963289,0.0313896058828613,0.00166960076942301,0.0330913145640859,0.25451333188822,0.333193905204303
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",7,-36386.4873266777,0.450040280145578,0.00170090013583662,0.00156871311651495,0.00280139574990205,0.579765007701224,26.7220417015033,0.21288917930351,6.71941461871997,7.62025248592873e-05,0.140015233272314,0.711390082043391,0.909685634656497,0.831667884616471,0.255811382515627,0.0992297789036169,0.0840002193580679,0.0910626569051549,0.403835922588379,0.0412828064208876,0.0331149603699824,0.00180058200982994,0.0197780084608334,0.00342698243266746,0.0132145065388057,0.00532627046146353,0.184635079857997,0.293584880859154
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",8,-6923.34036519971,12.6088240861564,0.000219087204051248,0.00413476435616034,0.00146284950193443,0.186573599694134,187.790092187838,0.636388152368114,98.294837338829,0.574881357940972,0.0852273314463664,0.700051948877855,0.132692290269187,0.402332366754664,0.287649923543498,0.017339078216198,6.0883837848641,0.000832128214248488,0.222410914643806,0.0284534866888284,0.0114296200746455,0.0285403825650536,0.0495798696517973,0.0303091474875403,0.0411768452334126,0.031833047688282,0.485721524247219,0.0705451617194158
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",9,-6985.74076341337,13.4259987013009,0.00106074470596494,0.00146331807610144,0.00253517580760533,0.0611014192816943,8.92301334580391,0.706116207185608,33.6573368285971,0.0152892146423186,0.430822569222907,0.973754052909044,0.0905973238129064,0.384665085248956,0.678873066970309,0.847558580587965,5.61278180784401,0.140785799827582,0.270393970515668,0.0337966039685821,0.00118528256794414,0.0196042892543859,0.0258192310336378,0.0266509556720071,0.00957885007224756,0.0379247760762273,0.19572459927083,0.37932144156847
"US","waning.diff.protection.same.symptoms.same.transmission.same","all","two.weeks",10,-7400.11438963653,4.3151607226117,0.000878196408053098,0.00143194514104291,0.00331319681517454,0.741930348553115,116.874579446665,0.0151206456192224,83.5025792857367,0.231730169952739,11.7732791934197,0.524355112601079,0.271379865666519,0.505562033840862,0.405993067533261,0.0181298416279725,9.33778633442081,0.0777709901851009,0.0756110460445302,0.0152013612308779,0.0309300749257821,0.0505966603973077,0.00647452123095598,0.00666431149381594,0.0404339650904847,0.0226432845675536,0.507006382592169,0.244438392426523
