"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ev_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1,-6851.3200032365,18.1672039973098,0.00102446765658672,0.00269381014708659,0.555364178356402,34.4900077422552,0.812411909655911,33.6972134656956,0.426338256812038,0.193584060268984,0.204156750228152,0.685564396245693,0.884595727104689,0.91288174569952,0.644961046909258,0.00164995907263599,2.58710758384422,0.00954932637521306,0.412209431260539,0.0565207660544781,0.00614314963225646,0.0438824925217991,0.0212597369907585,0.0622252278170413,0.0104755730857649,0.0498009069324895,0.0170550514439969,0.320427664260876
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",2,-36706.1476393043,0.000852141633507303,0.000781657170258552,0.000281852290344584,0.0727884506952361,14.4960039233077,0.0689808949659222,19.0334952818823,0.542378542047599,0.00389975550189308,0.0783263591156251,0.385331565696674,0.763360817686131,0.15430821962305,0.67884561263099,0.00119464254600902,0.022504608354908,0.863605117082368,0.0802386064070383,0.0389396543759868,0.0610499816833725,0.017077506058259,0.0873677483804078,0.0467318629128078,0.0724667608521966,0.0264112763371672,0.561735474136087,0.0079811288566772
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",3,-36691.0188811621,0.266461067693994,0.00152835139748262,0.00168435717505187,0.586432347247458,220.726382708941,0.34975401739548,2.03471473154079,0.956801788392735,0.00342881941749337,0.00384888538408369,0.525799399541201,0.896251663656002,0.221926315580443,0.134022281776002,0.312544808460908,0.0932694360115897,0.164479900340293,0.22220452774971,0.0437291381286622,0.0604616367372369,0.0659535472029664,0.0412137608017969,0.0479287287693982,0.0633335144734231,0.072062651625056,0.206510742252915,0.176601752258835
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",4,-6363.10670712642,1.93714571576833,0.000542986274119112,0.0013808796002647,0.812914404149529,229.696385438178,0.618410964453444,58.6834653143523,0.459453491095757,0.00555633184581441,0.347414377231759,0.284929044403746,0.100541958958956,0.424603016476778,0.284820932292287,0.142084598848266,2.1774712066201,0.00506673658673038,0.328583305360408,0.00394680282772464,0.0129320833708501,0.016051652767101,0.00244873981905393,0.0072011400561311,0.0161633029578923,0.0192554785787744,0.299236034898844,0.294181459363221
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",5,-36532.8915543321,0.0726482752013256,0.00302461095022832,0.000337399923654991,0.510297050029559,500.548294249074,0.652455192103685,30.5454365714555,0.461363859093769,0.00268417247180328,0.100851030772029,0.00515756512528218,0.835387824336391,0.326846683677815,0.207481162708841,0.0137203575721474,0.0665123201244117,0.288759322501228,0.1797175798982,0.0662800899309122,0.0439576208135267,0.0276162280375365,0.0653248104978115,0.0298145920435428,0.0506675535246774,0.0357174802843242,0.144302678558129,0.35660136641134
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",6,-7193.3270021114,18.9086340649435,0.000254209502256471,0.00405775840157487,0.915579384632592,12.3774769378047,0.985000800600976,150.594957865069,0.735217703131265,0.586898551980341,0.286524840857641,0.92454787811142,0.114972552258516,0.641187430033247,0.941294601043093,0.585519080061978,4.76829704584673,0.043690776388439,0.269088611799688,0.00895255082485911,0.0371294856033114,0.0297634037187638,0.00716567090421909,0.0333352694776191,0.00170827770231193,0.0333397695119595,0.243335193586899,0.33618176687037
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",7,-33288.0922513483,7.41812453988327,0.00667894352972831,0.0183406406403056,0.363553592317713,778.098419808739,0.629233871873059,9.26151610673782,0.198404091220535,0.0032043864583276,0.603258513481776,0.826184342119139,0.951051019641314,0.71289993442293,0.633812044925791,0.0356059710123265,0.0669952183863528,0.0346712386805546,0.427341233826859,0.041362378441167,0.0326866308170718,0.00176539703356287,0.0199027265965593,0.00321416867573667,0.013156645333323,0.00484304725263492,0.188555017743411,0.267172754279674
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",8,-36571.2642487849,3.19290124049861,0.000108454761920349,0.000438531036234109,0.101350061474849,93.067406963985,0.303190981499098,56.5045308792972,0.859596199779712,0.800962570950139,0.0719878192145216,0.162029569572821,0.112492049730496,0.125302394280356,0.778666599449636,0.277568090836294,1.40622023423889,0.025525345561447,0.233314201721852,0.0245282558653998,0.0121083737640446,0.0308204596291192,0.0500147039093087,0.0297753024281617,0.0440446597978573,0.0332072215452272,0.472438170704979,0.0697486506340501
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",9,-36670.5426832718,0.0391640870296817,0.000908258008162629,0.000591425380736223,0.339850049585259,1.01690346887056,0.0525817231637169,8.18577819913589,0.605266184658016,0.000438018891961179,0.045803445830014,0.996772107083154,0.134640175632578,0.141708648961345,0.775670821005703,0.0615877293506488,0.00934440108307617,0.036171209186317,0.265929713966313,0.0328593832841683,0.00128221684644891,0.0185413457814277,0.0247265964373506,0.0255131728423369,0.00928689294189773,0.0379922185165077,0.193465708117578,0.390402751265971
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",10,-7163.86939977486,0.870339818952578,0.000182273173778213,0.000656248578567241,0.00272108486943268,73.039309715664,0.368178564307554,25.5142052899055,0.0497761352847385,0.123011522870894,5.76506116670974,0.617648334849935,0.806163568221541,0.37741382795576,0.297224084675538,0.0144505758348983,9.43183037235084,0.0109524082706538,0.0707625201539444,0.0160760513057592,0.0304771327415837,0.054687460564242,0.0070143613948081,0.0073056918031,0.040363489615391,0.0257284967795209,0.506435756925288,0.241149038716363
