"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",1,-36668.0461508879,0.00656416655365107,0.000354564452353663,0.015436814628685,0.000251752962059254,0.420485571893098,41.7703725272905,0.920051772120318,180.511678952572,0.777154882007226,79.0363301273818,0.0090321494552136,0.0488807125118989,0.980334880609203,0.0847067250844565,0.051864058271605,0.329404509863301,0.0112965657640034,0.149704403484996,0.113958572427457,0.0910732784135812,0.0615686488068323,0.0312804019266934,0.0926108322242075,0.0164199863821623,0.0769148271792411,0.00250409326801715,0.0503455916120423,0.217043577554952,0.360238762632271
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",2,-36631.9840334707,2.45380715894193,0.000595004589295372,0.00123959492494195,0.00202217557005756,0.0497060484311853,7.95478469885062,0.180669946840574,21.2418098654248,0.36115815855119,26.9816764386428,0.0522686009533741,0.00293424898406017,0.0497883475259187,0.827991892928277,0.113177833847611,0.0532378686691876,0.945306568665554,0.0199159611274235,0.533138011213496,0.240609386839072,0.00664691966872099,0.0320951829935189,0.0168681217914926,0.025802910400597,0.0088516448796129,0.0204807602156551,0.000284773002320585,0.28216959975342,0.36619070045559
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",3,-6968.21917118336,23.4317588383164,2.372161418807e-05,0.00234155725407587,0.00233964819781933,0.97183774131517,21.2036259586158,0.9984055202534,2.99095273859519,0.316776502977881,7.79893897093541,0.0353936204513889,0.81226680532628,0.524544579776556,0.00109186395461882,0.713476612228336,0.80001893267443,0.139124753973554,5.08430244549541,0.0271712574062546,0.284744813769435,0.0304585897450431,0.0210131238714029,0.0237880026020506,0.0311902345690773,0.0326953846060364,0.00939904960031772,0.00829927186817841,0.342687239815653,0.215724289552805
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",4,-6753.86790220468,7.58871820501226,0.00190218439612216,0.000532397789805429,0.000427958144234293,0.143271576502799,39.0224356078317,0.889760798699569,23.6881455865246,0.0731964630990184,39.9398803528745,0.36562098833844,0.0881390386335725,0.149422792304409,0.526657514866652,0.513328560029099,0.663750627324455,0.113872194677045,1.35647694648461,0.0526965298597746,0.273068654793756,0.0320849532452253,0.00515916729539602,0.0154415085302764,0.0334037548103619,0.0399899567984835,0.0603763185555828,0.0589262823000897,0.366717704334837,0.114831699335992
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",5,-36689.6573392676,1.49048459844473,0.000368037843138124,0.000429900367239447,0.00283086605835136,0.271096418795994,254.020497522396,0.311351614595813,74.3786404934321,0.411011252523348,95.7204155171082,0.00298124150375941,0.00807589436516846,0.328628255158413,0.158737823338605,0.235857366840552,0.112853093668091,0.609394518803484,0.111601233132048,0.323132442889766,0.33688687104965,0.020797438944885,0.0491274949751164,0.0229851777496212,0.0413462146186854,0.0278675286731465,0.0111188613033387,0.0273352943601269,0.254103266160592,0.208431852164838
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",6,-34989.8310700536,2.98027964646316,0.00090084297536492,0.00659676675955814,0.000568728373964067,0.0518010679590156,749.33958613423,0.775969328829388,129.885199006685,0.914532233019272,64.4833751020873,0.000429831718807516,0.341541101244469,0.959532767199217,0.793708446380254,0.529283297701766,0.745557573507013,0.0153860726722078,0.59762850689766,0.0904789365629256,0.328557174935074,0.0268263017732199,0.00621135011796658,0.0286082528335502,0.00137863581741419,0.0297258910361184,0.0228409038830674,0.0299167374030614,0.292301495325214,0.233633256875314
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",7,-6717.56285165733,4.91149345133323,0.000303929937049647,0.000565716898181833,0.00158727222476696,0.0386262853019293,100.559828960508,0.104447965720523,11.6253180692254,0.291193856806671,11.5502648179054,0.924038089438712,0.0866278191846862,0.162126970424921,0.0725771356541502,0.745362368173832,0.373195486640117,0.22395651138023,1.76532538614355,0.997195881503893,0.347262337244588,0.00196593310307266,0.0210047849588981,0.00362015248186687,0.0164375924612259,0.00611550634636491,0.0207125471703113,0.0313657077342967,0.293857735822866,0.257657702676509
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",8,-6385.35639797613,0.967666651900481,0.00565508159351424,0.000536955207755517,0.00227109340619633,0.153074789464987,18.2419425016682,0.706518927096994,88.1195546655187,0.419126982523012,15.4109474754338,0.0657121707178904,0.0744170001911929,0.0601907438670831,0.765730607403883,0.054768824309327,0.900520233484334,0.00801706717773252,1.43088281771796,0.536659404739286,0.283733291350903,0.0637938076143945,0.117609239460562,0.0717583553896565,0.105176942682286,0.0800176570937334,0.113364200940264,0.0158412345328997,0.110906906413633,0.0377983645216678
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",9,-8071.84179048683,307.340719459823,0.00797832358590248,0.00138359229957205,0.00142962319478296,0.0608765249240012,2.69158798460214,0.833954198540621,523.452122354321,0.110779246356882,15.2988438581663,0.936487522276802,0.0716964275769919,0.0430357762961566,0.817538911243202,0.812786518329433,0.765059565443291,0.773160069983004,1.46120203927634,0.933790212308856,0.0290655245708892,0.0411758951964016,0.0567896488485658,0.0572491550350155,0.021587810966449,0.0806653515163868,0.0414502155263783,0.0879839117001957,0.496184352371934,0.0878481342677836
"US","waning.diff.protection.diff.symptoms.diff.transmission.same","all","two.weeks",10,-36703.892300881,0.00131641773015094,0.000494992022037644,0.000143147766037654,0.00247902304325906,0.662861999987481,77.0680656631481,0.0094904256383689,14.877137874822,0.548008749623641,159.989230147095,0.00160955843756439,0.169003780087877,0.97738444870332,0.0207029624572227,0.0943175470357109,0.120995513775851,0.00139882231951543,0.0122506560071105,0.0489050986159608,0.342739512944913,0.0611008648551883,0.00821784929060481,0.00877861594093717,0.0472980164906383,0.0276206896612247,0.0614360177857521,0.0284598663895663,0.0199924385647168,0.394356128076459
