"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1,-32277.6529167324,57.3570824890099,0.00115952307343441,0.00338357283554538,0.616678954734315,1006.28379929983,0.323311250444394,54.6347390254622,0.798307282771935,81.1688543024134,0.0954159410574065,0.0981328802731821,0.989950166730076,0.863668056336195,0.298062402836572,0.00978392237820815,0.777680386188448,0.736155936130534,0.327292240248683,0.00196548107766371,0.0875125128416448,0.0621661812893382,0.0304921101399662,0.0848921578733629,0.0163344587279875,0.0722001148798051,0.0026242334569358,0.0486115071719495,0.213571603659774,0.381595119959237
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",2,-36666.6912599065,1.29175054504252,0.00202429310215641,0.000252224301444666,0.177866339267733,5.90499073984506,0.03086246759445,10.5794138315189,0.399655784566582,8.95827300096148,0.0133249306728432,0.00279163422176164,0.87729390948306,0.200220614916369,0.873492239745865,0.645486807553881,0.0587152536224924,0.807743104832788,0.0613451297769847,0.288514592717213,0.239989836064584,0.00633826655814789,0.0331145208452513,0.017016501075957,0.0280482746151925,0.0100292656827919,0.0201281223014959,0.000282398489561138,0.298119062310088,0.34693375205693
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",3,-14223.3778612851,52.5216436191426,0.000875276789782985,0.0022781505646636,0.0228128229681856,35.4089273336232,0.292943358880485,6.14648366964221,0.215627363113965,69.2569970850072,0.00119318056369595,39.3192842996183,0.356331154504655,0.297079477399784,0.0138717585754302,0.845560566965687,0.972611616439599,0.438815362701306,2.32354114137692,0.0249454190539978,0.295587696962846,0.0327963300612137,0.0190913853126233,0.0236989411031867,0.0335663178925618,0.0366627474361037,0.0103053472884347,0.00880516782682406,0.31758240954722,0.221903656568987
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",4,-7386.65529482267,33.3304479283951,0.00114792946934069,0.000147012797686948,0.540813523241872,9.94151925498542,0.928089397887831,37.8615608780023,0.542502766915041,9.6940958216223,0.598957961372211,0.116055492210219,0.103559821044464,0.739011129847757,0.586778795936747,0.699158912017614,0.0845978909051089,0.295592341829093,1.5849461537368,0.0160025846344013,0.273703955871405,0.0313797335523323,0.00521708579033368,0.0145996881639412,0.0330905696871454,0.0391904854013886,0.0574218223781202,0.0576764733864249,0.375329826049416,0.112390359719493
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",5,-30634.892064991,4.53829489033454,0.00744004115472763,0.00383794259366944,0.342559701637287,386.285657946283,0.249726540362603,172.440007834198,0.943096065467719,80.8922169897273,0.0110160955563412,1.33729379927813,0.216452446214066,0.444005092472822,0.36454435374368,0.486374936150235,0.0636135696302484,0.00662224926278926,0.135785646093156,0.128263158029438,0.340637580463138,0.0209536888513224,0.0508579935542369,0.0242584871455487,0.0426412705140631,0.0282388260625458,0.0115097880410417,0.0294558537471243,0.248915576445777,0.202530935175203
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",6,-27502.7932562844,1063.17994732731,0.000485791886571246,0.0196868711478162,0.970734070216337,0.791465171733157,0.990460517422312,22.4099046625899,0.880798691179588,35.8284931336468,0.954648802649186,0.0661023759970468,0.184254249980272,0.313702432388987,0.753888448432316,0.839768654490944,0.911664128671731,0.760232169536413,0.368473460403551,0.23934724836271,0.331552432582479,0.0229360234583718,0.00611906286062513,0.0265812373455041,0.00141786302000166,0.0278509684483301,0.020839316315962,0.0273877850263793,0.269981053364352,0.265334257577995
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",7,-36313.2519229765,0.00649609100110412,0.000333058719666664,0.00625086503300488,0.840596558447539,72.2274810517142,0.790980805297057,11.5909169147897,0.14083327145048,6.4252149274598,0.00186940007290665,0.07502549573502,0.811129243319039,0.595931550296167,0.447048409455366,0.791253778420694,0.800708389530075,0.00627757766068617,0.0672264114808787,0.973436535086652,0.351102060144609,0.00179588850633165,0.0223225102222784,0.00360402152598872,0.0140719850382593,0.00590855182530483,0.0209707305200296,0.0312057774681492,0.295564499740135,0.253453975008914
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",8,-15104.8224597704,51.2517573494104,5.50701261981794e-05,0.000212088690043193,0.0264476099031368,38.4429166224281,0.0472582230802237,1172.88257713069,0.838739388864195,34.8458361205133,0.251783448196264,0.965138406288819,0.115552589191549,0.133760684245784,0.685208021425824,0.249678643003856,0.868145401265401,0.00383853577746747,3.11300452795002,0.129661831140464,0.274181353212023,0.0712962109442961,0.11645458832102,0.0742519725431631,0.0968555198555809,0.0781615411304102,0.110379104003789,0.017742293941557,0.122678416555644,0.0379989994925177
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",9,-36681.6209403476,1.88286530964397,0.00019084431867334,0.00104282282124393,0.381384007110121,11.3816315086465,0.0127727064119199,264.688105342183,0.899823772760505,35.6194055964728,0.00122486941742417,0.0420172682112898,0.138984028506931,0.0319194804478431,0.918478701406251,0.562948552152514,0.0610734424113387,0.603291598861647,0.0810146313733516,0.644534086540265,0.029189321275912,0.0432849571903697,0.0559566253147037,0.0618054346090877,0.0203395473721573,0.0896583734624361,0.0419576170301182,0.0892766090545192,0.487658973876481,0.0808725408142155
"US","waning.same.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",10,-31825.0195619835,0.0585351646545435,0.00161584311654399,0.000123638532415041,2.89079590044889e-05,103.326629187443,0.269139312647502,38.1770112326571,0.466135474375023,63.2919562146771,0.996541043010653,199.859662823087,0.984828316086633,0.433918307683945,0.480976153694053,0.0481998966727421,0.0278612824724909,0.000117819031158957,0.0435707284657606,0.00185805623164166,0.335180458505586,0.0640291459449937,0.00857081675861241,0.00923330518408425,0.0493211358533318,0.0299209913517731,0.065484130201279,0.0296490167853804,0.0210143864558514,0.387596612959107
