"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",1,-6715.8283763443,18.7299604507406,0.00114815740331192,0.00217255876767062,0.000209542009552127,0.456160849359493,140.409261739545,0.573275586696847,98.9082426607468,0.892962574055894,23.8464747919922,0.931441471928764,0.069898198580177,0.1320823278896,0.109187148240334,0.0473012126061327,0.535444349001356,0.36610297401788,0.399383910272046,1.41638989732885,0.205211666532361,0.321512628767138,0.0155205837205056,0.0528531212902366,0.00851457184396118,0.0363346918341824,0.00140108368975268,0.0258770091671534,0.0111578326050853,0.200940017793955,0.32588845928803
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",2,-30475.9550563892,21.6587883001877,0.0152915046329371,0.000710822112058976,0.00381795808278042,0.106700719509826,25.2802290938798,0.367141453376232,7.59872507188591,0.436642732744701,203.793071663807,0.0155994565549142,2.99636756115983,0.500467842017302,0.259177205466319,0.567616194724623,0.0204366384700508,0.913318465568038,0.00203742416472228,0.442367633349475,0.0284062275022646,0.104191078235616,0.0506895765468004,0.0263916541866123,0.0436049804608337,0.0140732289324766,0.0312544665348461,0.000481762993393175,0.0453781778914923,0.600072364147951,0.0838627100699786
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",3,-6554.85911450298,2.29922995676996,0.000160929056238956,8.11999210551204e-05,0.00234873763393458,0.838911410759419,15.6932307530877,0.986430446501602,10.0296268510941,0.550408618343041,5.15058428357467,0.0345835529287161,0.232257543634546,0.0782629865767175,0.117565681315789,0.589684087800531,0.820263173738119,0.430367812055854,0.0714394858455151,1.70576624567384,0.460588745973722,0.309617458790275,0.0204924908995344,0.0249001582666293,0.033477635485396,0.0340520146833637,0.00901179450754663,0.00882551471239472,0.0360196857320843,0.230299208361011,0.293304038561765
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",4,-36672.4045214743,0.522105970321264,0.00187587556118803,0.00100368423183015,0.000582428879383958,0.355589756065872,81.7013994756677,0.795477595541094,18.0320274824453,0.0806905675823838,60.1033491659465,0.00226438951884354,0.00292985075757898,0.974983202018585,0.723397247536851,0.192476254225127,0.575457804337389,0.206654433108644,0.551192205760866,0.0666578507845214,0.175789335781068,0.309820769142898,0.00554346556486779,0.0156910144886064,0.0349673032793098,0.0410776232434019,0.06458983432755,0.0658181030676705,0.0358569866903193,0.123185073020329,0.303449827175048
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",5,-6283.17376364504,2.28434317070214,0.00067253118274306,0.00286636592407632,0.0087317004227542,0.70595044098516,7.27450291860608,0.262881762730307,36.8716310729628,0.435401955719374,62.6850762945109,0.0118435046482335,0.258368641511281,0.101940892054815,0.227317548453645,0.318141287664585,0.355457588561608,0.311867890855493,0.0711943743319608,1.69851460716644,0.417343161510926,0.207170718916656,0.0502645255116809,0.0240452266406504,0.0393727708268569,0.0265385916745222,0.0120332101266908,0.0285950924014513,0.0268907370878153,0.199425820114429,0.385663306699247
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",6,-36698.8043882952,0.0121982194135058,0.000539103576833367,0.000522377757288806,0.000175385704231929,0.00481902150162275,68.4868309741412,0.799604360136006,16.8680411835056,0.975062075360694,244.207727439553,0.000911854972732742,0.00292590625867292,0.844519968566624,0.708162910825282,0.954777803526131,0.831564383976904,0.691274946834906,0.113030576119174,0.0342251125052941,0.994693988769839,0.391091005809683,0.00932927939421903,0.0402017390968496,0.00209293267265272,0.0426516142681521,0.0317965259511723,0.0449729026989793,0.0472350576620775,0.386822132828293,0.00380680961792101
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",7,-7398.60234148605,25784.6683392902,0.00011526348085805,0.0010060684528954,0.00335002777465114,0.942498456028316,32.8973756200813,0.123925091757233,5.4102388256703,0.0839422642279801,70.6977486362955,0.428314526766893,0.0582639683469513,0.303849331961529,0.0606938198397519,0.549518617154662,0.64819539093089,0.488653760859297,0.97724180595551,3.26596719075192,0.464408540318357,0.022072442617464,0.0275087188563812,0.00444605626761015,0.0186606498713961,0.00705223323149747,0.0256876009352335,0.0402580245622484,0.0368496289280921,0.338153956259803,0.479310688470274
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",8,-7489.85645375829,14.1765180720521,0.00416488469494999,9.83811107349264e-05,0.00086464994904906,0.446333142104247,192.753110446837,0.501877305408921,160.841277875188,0.548537151659274,63.6486081203081,0.458894416612938,0.155138166844786,0.0746778990289691,0.416064689603093,0.214504977952227,0.980934443120812,0.00544973607477507,0.7827341887405,1.37874093245051,0.0659269419303274,0.429588447941646,0.0779106559651552,0.0443904107185482,0.0687794511399322,0.0504145947030375,0.0760407849671186,0.0105027080053492,0.00775333071247667,0.0231885686866262,0.21143104716011
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",9,-7182.82279609979,19.1418697547379,0.00396863987807306,0.00140326521495795,0.00335880699044996,0.0826974053001379,2.8189472697889,0.547077248915781,191.136964846949,0.215018395628364,40.0397548212798,0.990114500149508,0.0633906989246835,0.059214904937742,0.847363486592026,0.900654251632992,0.838251778499127,0.852461604834913,0.882013333002392,1.26991871859235,0.321295299657705,0.240225161257283,0.0309953526038509,0.0338989834230434,0.0116352000472566,0.0484251404408892,0.0231439281608864,0.0468031012628206,0.0258267772777591,0.047700871071162,0.491345484455048
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","two.weeks",10,-32609.9653635331,0.836497995385005,0.00592088347703939,0.000549069110378526,0.00312687227887051,0.302753228483447,227.277193446071,0.0406098551711373,139.700118713767,0.767962893870117,265.268474026931,0.00962910804194076,1.95354772740305,0.757641606536563,0.190660485367112,0.15329340988245,0.236730616170981,0.501504263930816,0.00838895670609241,0.0251061221171338,0.0143403044289355,0.441183812690316,0.00522796999960722,0.00571484365562008,0.0318270460380554,0.0169276215115868,0.0426424763738574,0.0192531773071369,0.00133532446924752,0.250481231015295,0.185406496939277
