"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","Vwp_symptom_mod","Vap_fail_rate","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",1,-6313.36412965511,12.5299319855503,0.000416246741158071,0.0020486932357359,0.000325630497476035,0.537908119284236,56.4023240472655,0.623898610671683,14.2656407957441,0.702216215937094,13.5242065876209,0.786532013758061,0.159951380991951,0.966696454041056,0.100176269938366,0.074416541158883,0.823878577587121,0.346768568828846,0.382935855504006,3.99041907344022,0.0437909252689609,0.322630742607001,0.0163374215001094,0.0492839829311351,0.00859319767184316,0.0376698347881908,0.00121103818640304,0.0252670283632445,0.01101726107928,0.198238471604086,0.329751021268707
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",2,-4546.48059727277,37.578890609194,0.000787963833689779,0.000441937015298421,0.00257557455321703,0.0271576383702198,4.17082434592195,0.124554550423355,17.5430439274798,0.444749627916245,57.7515054729698,0.520054712679,0.39654159385776,0.873907424415254,0.760317314000639,0.4685467020259,0.100946705221155,0.89453710070091,0.00839004073766986,3.0633510962285,0.00691086742499712,0.103760893547018,0.0479761728161117,0.0280974497294398,0.0442348700755415,0.0147282324057473,0.0348368390129116,0.000452280367014807,0.0448495243314713,0.597599643472172,0.0834640942425718
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",3,-5969.74922904249,56.3836143591517,0.000121066101716185,0.0121175336490537,0.000889456157588809,0.814712665493198,19.1935879792404,0.957176272954382,12.0942783650614,0.607384777758334,13.9742706876322,0.0939184670158241,4.94122014558777,0.598521734061569,0.00621805347319694,0.660091360309382,0.685856527697085,0.894283449425826,0.0387652273582178,2.28725007525398,0.108980541247261,0.333928953639321,0.0182541404264649,0.0232179989475709,0.0301978719448097,0.0342960826700892,0.00993560953922457,0.0081568392674554,0.0320529833041024,0.221897786997478,0.288061733263483
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",4,-18279.9762754689,0.367999477667052,0.00255013998073438,0.00289754869332371,0.000604588496376655,0.528219215645353,110.509759809972,0.685505676820502,49.2164569488901,0.062588885734473,69.610978782911,0.309775133978032,0.0069449555674691,0.984670878919784,0.506559008571438,0.247244276957833,0.354709776518573,0.0736795866687131,0.632861514265591,0.0483556463415598,0.451497866872104,0.318174838740183,0.00533024293349517,0.017487963245044,0.032605241301999,0.0396973741809035,0.0621228760948011,0.0605661870165484,0.0393972727687511,0.121934862939782,0.302683140778494
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",5,-18322.9020417749,0.00132950464044864,0.00282953543955727,0.00147051675073138,0.00078985880235521,0.332372749519227,61.5183876314233,0.490513434627827,319.659618285597,0.424621739745244,57.2144565337491,0.00256762239879125,0.0337521365880494,0.254236708725943,0.54659512465302,0.305490602092803,0.165640355981959,0.195686952118294,0.0446489721977498,0.366694740223371,0.318015245215557,0.211769649933033,0.0508160925618578,0.0235577109473492,0.0391334083621556,0.0278440335210809,0.0116014290010905,0.0286467577216861,0.0247324830959373,0.216417621488854,0.365480813366955
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",6,-18272.5481511071,0.823283326424466,0.00137946431490542,0.0033686592980885,0.00011067863681545,0.0107690327638109,100.3834341991,0.935840524182693,93.4479400539816,0.897821932020159,178.093281315405,0.256733730727249,0.00344242528237546,0.968548626664939,0.904663585459291,0.686915614466141,0.857436769757448,0.861796718943709,0.908818065651443,1.25715045517082,0.454061941269522,0.402670513850736,0.00872841364959987,0.0374906607577431,0.00216194996659198,0.043269114814445,0.0289929410687661,0.042207331801767,0.0413321334415223,0.389555841368923,0.00359109927990489
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",7,-18009.5485915207,10.9656689643394,0.000590289471631868,0.000581166493197752,0.00153064010136715,0.448597253164008,49.5439969974452,0.13517580803766,18.1067652978015,0.189717648127628,32.0474112860129,0.497672683522061,0.0440847667838483,0.808015845769065,0.196262413098765,0.776712361168707,0.476186671902472,0.649946452074696,0.9616028836085,5.25769672340711,0.519106330293164,0.0237735217943871,0.026735366027428,0.00467392980998335,0.0197712141062033,0.00763738511231644,0.0268083975828029,0.0364819217014355,0.0371348611043353,0.33414257922437,0.482840823536738
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",8,-18315.5698022033,0.112271893820716,0.00267990252134528,0.000377874534017552,0.00129225514719674,0.197209186945023,26.5664366374265,0.504112949041773,98.8669735795395,0.729099131143483,98.9899727413715,0.0374776661881811,0.0212880187313871,0.104944887367545,0.548986951883055,0.166716491271324,0.986607134078788,0.0278620216686606,0.1217900708036,0.349598862031431,0.343988396110644,0.437326957146058,0.0791103090214076,0.0445354909630447,0.0650478135210322,0.0474134435682686,0.0698299336886181,0.0100824048456708,0.00729653640103539,0.0238054972578673,0.215551613586997
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",9,-18281.7044930121,7.60315383950732,0.00113247747578854,0.00155235467352188,0.00372110986362208,0.100476020534472,6.36825058582612,0.751843187030415,252.154830573092,0.215122568221439,59.7163635822744,0.963757668825718,0.00364484561735563,0.175213198428958,0.813536888737742,0.798740380804487,0.602940484612569,0.958259076167264,0.492177474727954,3.58925976436073,0.0360514156488875,0.241676159477404,0.0320667965719748,0.032662277217339,0.0119532734396673,0.0477954259465631,0.0243809965099967,0.047640761043658,0.0264089015786288,0.0466278397770535,0.488787568437714
"US","waning.diff.protection.diff.symptoms.diff.transmission.diff","all","four.weeks",10,-3842.21530356167,1.22923289049328,0.000402518932874641,0.000584337660512029,0.0028270680770202,0.489246359946955,26.798838428511,0.0423852894257295,16.2333784463509,0.590931438390001,158.739984720814,0.250499754038252,0.60914975576055,0.895655281116813,0.150019718437468,0.117148091594859,0.233254343554016,0.372236480649768,0.035634575939713,6.28503114131434,0.0324774984835993,0.417518054579062,0.00567163304477635,0.00563256281207192,0.030216212178841,0.0190674712361452,0.0414912357237435,0.019624008321814,0.00129519645987312,0.256141761118272,0.203341864525402
