"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",1,-6978.90306628015,35.4390318178112,0.000165120866848262,0.00154222799086986,0.853129927165014,8.40916393504289,0.769737424653779,111.467476050624,0.231884623643856,0.117926595476544,0.191261889642709,0.94291283905403,0.948958868992039,0.945118136498083,0.185597514338377,0.00689846315437019,1.34946280618652,0.423423493686069,0.393484692612137,0.0568973678241098,0.00657485706858272,0.0481005030281323,0.0223190728009026,0.0637217097394447,0.0112093631103832,0.0536569695495991,0.0187634666383754,0.325271997628333
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",2,-32037.519937822,0.881822501529819,0.00765614806816394,0.000262388739671293,0.00533080301512089,16.0104089696935,0.131970690709048,7.68067490801943,0.00167705271029536,6.77774842489082,0.724997976900402,0.111248582496327,0.546135956377934,0.529854970579605,0.919435340400523,0.020016975380706,0.00786675545269956,0.32023098218925,0.0750451773743592,0.0382225334968949,0.0630056868168595,0.0180345875623487,0.0851152479984766,0.0509006708539617,0.074086143557085,0.0291166164774853,0.558500047827583,0.00797328803494596
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",3,-28740.7270260553,6.63873375958536,2.96792771142847e-05,0.00667664395321128,0.535533376279749,56.3198568892884,0.142921910528871,1638.3509540167,0.000338261912431736,0.0763897178706897,0.0694386435504463,0.251991204421771,0.618493361014158,0.339871472481954,0.312796103669418,0.636444094342848,12.9771268407767,0.709751698550449,0.222048619055842,0.0448474600651815,0.0600692397953846,0.0688808539251858,0.0374839587443021,0.0502710953820246,0.0675665579793928,0.0699303546757809,0.202612211884082,0.176289648492823
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",4,-7298.50148302558,15.2636396611174,0.00185437645325861,0.0202644859327837,0.824655262078063,7.78289311901592,0.974264268703974,237.784518691081,0.00208020632444345,0.174152074616236,0.243454314723674,0.664450096223446,0.407221407916792,0.460821834112631,0.268822779348977,0.0888278971039035,1.98574201637411,0.11610642769058,0.325999199919576,0.00378708004480174,0.0127060698631827,0.0155009425036551,0.00259821558055693,0.00763763701006692,0.0160408454901403,0.0198722835142571,0.298070858508201,0.297786867565563
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",5,-26677.2751776647,73.1075191972417,9.3964763618261e-05,0.00107726097803299,0.360394501748583,109.455132315988,0.707824914441414,55.3223405984343,0.661841294801986,78.6753644639675,0.835069566081173,0.00346969636208936,0.567447628381916,0.0592023314911358,0.703851200653254,0.0056443121199355,0.578827349329652,0.00950865317017292,0.187611978246123,0.0664921200380717,0.041511767756474,0.0270319457951646,0.0637995770877993,0.0313269755809142,0.0552828150888159,0.0326348132405313,0.143471463659713,0.350836543506393
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",6,-36477.6388070031,2.47946246207845,0.000786260676761104,0.00305902566403558,0.981748850947273,13.6808550286637,0.982896507865849,244.694300473209,0.00311448172548876,0.00829505343187767,0.945515680059109,0.132024790677668,0.0737741825615083,0.867023015469325,0.883893466034956,0.952228177234245,2.73353658113024,0.0842386159942869,0.275390967696112,0.00854549069314261,0.0393214325898276,0.0299853723097816,0.00767128407685328,0.0311855525739699,0.00170661830173804,0.0338323726977033,0.234416582269813,0.337944326791059
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",7,-31883.127705188,4.62005128414109,0.00720940555053428,0.00824379027640094,0.68623471916676,236.948394646625,0.900428794512422,2.88048419798284,0.00101174310581553,0.800458347050131,0.319193790152379,0.639144342446931,0.71082471219913,0.54187520253513,0.144454574630657,0.127597148855872,0.025109150932583,0.0470460159028827,0.409040102845054,0.0445601536107779,0.0337408085702163,0.00164101904424161,0.0182613578443363,0.00302045316060046,0.0128187302514098,0.0050031455071462,0.178556023269543,0.293358205896675
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",8,-36510.9297858552,0.766549500200515,0.000584088286960722,0.000386369304508356,0.193232826485487,52.5166157629869,0.0842659799523632,439.238022221342,0.183249832322363,0.0173201435246037,0.322237817896158,0.0607292263989608,0.224803272310259,0.12140746255048,0.394612460291325,0.0132163198978882,3.65750915813519,0.0301590224978284,0.227125526820304,0.0253413240744529,0.012193536327994,0.0286368451566896,0.0513390376394647,0.0321834491546373,0.0426524965865626,0.0340531955690699,0.476224988473469,0.0702496001973556
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",9,-6821.61885523964,1.98712686699284,0.000388581985702951,0.00224750247343492,0.388363112081343,1.64171693888726,0.0488584453167631,25.0340582726536,0.518106256672378,0.0822868159853128,0.125962967996696,0.986794322410802,0.055722787103728,0.252434358319448,0.660968100519552,0.576674834057441,1.35311695164773,0.293396914695448,0.266777377603864,0.0332281483783919,0.00130551646644188,0.0201128058702512,0.0259920978794303,0.028488848141636,0.00916554517052767,0.0366636301948224,0.188049353980098,0.390216676314536
"US","waning.same.protection.same.symptoms.same.transmission.diff","all","two.weeks",10,-7335.7162178442,0.853082232661378,5.34324332945204e-05,0.00109621957217268,0.0152813675385522,57.6243671127239,0.663412588960132,3.28262376742738,0.0522602168408862,18.7952984983094,0.999688347894992,0.310414307079443,0.887247680202074,0.856609435653697,0.683239362482928,0.0375016819061851,8.08193532993978,0.00110430911480434,0.0696370014575625,0.0159114404546029,0.0279430996339105,0.0537066556211305,0.00701983929439283,0.0071099402717431,0.0406066525943155,0.0214175519088687,0.524475394697373,0.2321724240661
