"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",1,-36643.7148482581,0.011664701764339,0.000918632766597206,0.00121837608602467,0.960202230115399,100.208393192729,0.377135645577801,42.8575630089778,0.89140550108462,0.78119278551295,0.022975802326104,0.978094252123877,0.98525492659085,0.826107945083348,0.43359566263296,0.11109847632305,0.000242981584549217,0.100605846975781,0.233381345590687,0.4489255482417,0.00508207605567006,0.0368693771872996,0.0177070126763934,0.0542236875406881,0.00919594502781534,0.0407269800984001,0.00139919983461239,0.27216508585698,0.113705087480441
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",2,-35694.6005159145,5.45490868992619,0.000329850739649546,7.64863357855306e-06,0.0923562923563906,17.5931849270555,0.166198675854436,100.947944642658,0.202089100688666,0.00333983418647465,0.219672089185614,0.0739243805555065,0.238942104750049,0.163524780931656,0.744200844128641,0.497217821374472,0.00854988683700795,7.97090852190455,0.0280827485528736,0.256533705794757,0.0452132771155082,0.0116822337017856,0.056874561713587,0.0300419089363821,0.0429650960208313,0.0171802640492407,0.0369849410116602,0.00541834234617648,0.497105669310071
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",3,-36662.1445604904,0.557100457687348,0.00177434760064585,0.000905788292166013,0.0498410010820892,189.66748299398,0.6361317020942,14.1953685643188,0.0321481881133127,0.00131379122341017,0.00358667506128123,0.356968233998063,0.788045834442737,0.155707950286084,0.183647256271144,0.943185659283184,0.85106419453211,0.703975816016957,0.0794456094847168,0.264762773741308,0.0346645171947787,0.0380894637306054,0.0241420856294786,0.0272124340254631,0.040737583552187,0.0427233762724158,0.0122385051157335,0.104220057267873,0.411209203470157
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",4,-31980.8856758325,3.86652889228665,0.0163850400237498,0.00114017112567783,0.749395479320198,474.903044040967,0.619689307630667,36.0097926633891,0.33460004090825,0.00288943068839366,1.41467232300497,0.388959164715846,0.105751549723369,0.83092268562286,0.376426730112435,0.792754480200927,0.0139996019175406,0.0532495300900303,0.0173324410934455,0.0639266946539546,0.0197667122551336,0.0244444559871714,0.00376849670791489,0.0112454252685608,0.0261573119318836,0.0294122171747705,0.0469969845364145,0.490394315574539,0.283887385909657
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",5,-9251.40396439167,16.283009124524,0.0020973047061237,0.00239505232854547,0.465567335117035,42.6805872242694,0.459163928922628,17.996101434358,0.962202800456346,0.0913757251327222,0.295071070021181,0.0742712461457286,0.590933350981281,0.305519756741156,0.297796057992441,0.16228072720838,0.229064323186412,1.61883857264854,0.0677232757332255,0.397359841468222,0.0286916528405166,0.017811397028458,0.0410971337426553,0.0184489773338098,0.0322462929345945,0.0213260051600399,0.00867185317673577,0.230910196082046,0.203436650232922
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",6,-36645.2422020047,0.819614204247361,0.000371672749752514,0.000141095606264143,0.666536695301312,25.8255647641348,0.989156367603834,336.445074743826,0.561282867761685,0.809027161192416,0.00105053874655637,0.255791505762859,0.243052444079182,0.69498102234647,0.890335070642025,0.965420208600894,0.842257659639421,0.451128963908413,0.0285462196311843,0.103405278570694,0.0385536517761399,0.0325927689236117,0.00815598158565259,0.0351556827542496,0.00187673926115789,0.0371364895558265,0.0267990036934212,0.374605689471563,0.341718714407683
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",7,-33294.5286171435,1.66759240333062,0.0207565612027091,0.0126555392606922,0.842837388676129,32.461661121168,0.700752567636989,5.21717403485438,0.0951597215023817,0.000386583446370049,0.439343373311066,0.857070723403046,0.895797297587932,0.963073773573762,0.300727712698849,0.848137099192102,0.163259771761624,0.0179345070820934,0.0319729643500497,0.387960865967613,0.0280075562482302,0.00160638531975127,0.0178250212622788,0.00291371208759949,0.0125179530181874,0.00507493018926748,0.0156099309819504,0.269717692285417,0.258765952639706
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",8,-12713.094504214,13.2881988841902,0.00181749462502766,0.00131553828011238,0.121130267031596,39.4982103531746,0.0254892963139757,563.515681308979,0.610763622657071,0.452317880447437,0.134929135947973,0.0560332133454524,0.0816561578592812,0.044880658385959,0.53243448195963,0.0625772930429547,0.992433547600983,0.00091756233249925,0.321220959243939,0.406468015259325,0.0182650487869642,0.0458032899461416,0.0787860554060636,0.0499025976852004,0.0695389437598575,0.0557375037564904,0.0765620311645968,0.113755419761965,0.0851810944733957
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",9,-6718.4307959332,48.679619441944,0.000457498361235226,0.00096754509316981,0.837966091762576,2.7794502268703,0.110301577167618,16.0818989465612,0.649369300518963,0.0133445551503207,0.178975073394621,0.690673892043383,0.0687828346671373,0.461437119628979,0.815362480874044,0.825833310130765,0.536652091736405,2.86663808777327,0.0666668496254515,0.290080521410056,0.00121010855759616,0.0187823218812661,0.0246547817472211,0.0246285168037336,0.00915958911993079,0.0352899268822679,0.018042737919666,0.384593668247782,0.19355782743048
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",10,-31508.330496131,6.69385148214115,0.00247261661294305,0.00329345010909056,0.00451474501159238,62.1250472001345,0.490922334957647,3.96589330456115,0.202697628873647,0.0869397027287712,58.1613779855681,0.216900266580758,0.974954932223714,0.56466401643212,0.275094917675766,0.268689906962061,0.00330496068582871,0.121562458589386,0.00453545562155642,0.254542145060873,0.0461247581456645,0.0805188367281855,0.0107220240914259,0.0116476546637372,0.0638017298625126,0.0380486335026198,0.0801497012337914,0.388389740861633,0.0260547758495565
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",11,-27296.7472308603,29.0188664290479,1.10989798911985e-05,0.00688350255788822,0.453316897690498,13.7936051960644,0.773156178794322,220.119557551241,0.0155750100881858,0.00607376308012028,104.045831377309,0.551286034821101,0.00109261683493722,0.835211625991411,0.548287456662521,0.778740936004351,0.803488667169319,0.0440930609377165,0.0132664330750833,0.369585574560828,0.0580592841631542,0.016243217488071,0.0266454089422427,0.0663824839911403,0.0728019787289425,0.0487110924310587,0.0156479521682401,0.13011951288273,0.195803494643593
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",12,-6595.12406740635,8.80654371471376,0.00103347745478801,0.000450982341288268,0.813063104280573,50.0847681221715,0.274369658912582,38.2450860955083,0.447133395455758,0.735445824890104,0.121504469297204,0.801751869681172,0.374473748147041,0.825002924127488,0.000921350322790543,0.914826980941602,0.000544046018374547,3.60865206988528,0.190664108160818,0.0231131297401531,0.0161677096231227,0.039789380475629,0.0458986727898709,0.0214085121179889,0.0255590706722983,0.0100823046646524,0.037019599530663,0.352812530822603,0.428149089563019
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",13,-6793.68873444316,4.2081437397408,0.000619229913728615,0.00156186320893014,0.280295808201034,19.6041957789228,0.938291694290087,42.7786102618162,0.985199879522017,0.757770771841746,0.0786397667896917,0.149028127735495,0.0480619562246103,0.849833819105317,0.925743577290904,0.840744685033512,0.0120910102036404,1.46696860786778,0.0146757966731522,0.358649216067529,0.0221478591866486,0.0316652246567984,0.0134826765372759,0.000556391528300741,0.0332912665931874,0.00321893305455749,0.0191254639225079,0.0388443386775432,0.479018629775652
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",14,-6477.82601956141,14.2880993026582,0.000355360698125904,0.00120953407478558,0.531119104827377,627.15047966418,0.501846945883161,76.5783262881479,0.248305488493047,0.00171361593958947,0.13448668388456,0.0154013131429283,0.864366864257675,0.0661613384539993,0.418997114471223,0.578648826518605,0.760553799707932,1.3377681708862,0.0662853786029199,0.112931169991052,0.0575113326168241,0.00668578003324629,0.0500705417249645,0.0339007698908859,0.00662376771471175,0.0350256168394188,0.0524130569122544,0.389523603768884,0.255314360507758
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",15,-36704.1863076563,0.000248399845360727,0.00047739676987048,0.000643617232455951,0.811606574516416,66.0427264868268,0.230060562976488,10.6512938963944,0.183202690694148,0.775037232106423,0.0125044697962331,0.800931593009422,0.191609995923318,0.358230506553555,0.710188239788204,0.0770462879100808,7.72753504972603e-05,0.0253121556979544,0.038705046833321,0.417806435376562,0.0280418994452365,0.0390441685072968,0.0229717321398773,0.0113002765619137,0.0175549900654558,0.0139270667810618,0.00408090949416984,0.37422092312505,0.0710515985033765
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",16,-36686.0726248289,0.013902675853569,0.00713869399646642,0.000777802835131204,0.440861176916554,144.95891736957,0.603119248996218,27.2844266482058,0.482234508035345,0.0010276015327974,0.027986567917943,0.831739916291743,0.828341830079255,0.775536373415929,0.300144791339101,0.720246033278946,0.0124250963852727,0.190529106563738,0.0661330178937369,0.236556403282751,0.00828209591786337,0.0197900133239596,0.000141517572578245,0.0472366296451832,0.0508140483354228,0.0467198729159609,0.0342461672147322,0.181517114206846,0.374696137584703
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",17,-6237.52562939623,10.9441186788021,0.000478224463950271,0.000511554703365635,0.0382118825834556,31.8118931977431,0.751606367267238,119.432241842352,0.348104416857998,0.0108862105547523,0.246070549850588,0.092230198644267,0.6918772278768,0.0277911278369398,0.645069123293251,0.405219540060367,0.0791747841999642,2.17819876392158,0.362518108186489,0.271514909350707,0.020636647628501,0.0681610583539734,0.00295763027685816,0.00338406434376979,0.0163339957208778,0.0693408384285264,0.0366006252319108,0.0317592425727171,0.479310988092159
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",18,-36692.2569518565,0.721972255284026,0.00042884815793534,0.00122301775482465,0.662217309138637,13.8940603133077,0.206338222205068,210.414339289084,0.839678673439345,0.00203957225740117,0.000695908504778299,0.0289191621821338,0.0373327505833596,0.702189378226229,0.0695387065087637,0.500923942667384,0.909589467539194,1.86792307951814,0.0412388633677774,0.441693753362657,0.039519577063001,0.0158663092588077,0.0290518151614754,0.0283929876218441,0.0360022078830843,0.0182173322290733,0.0483414870327165,0.309512486417824,0.0334020439695167
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",19,-6206.29895257414,0.962998377953281,0.000747029323362878,0.00367305257587834,0.866225939949557,29.3151871610146,0.0750312939193639,160.999209509945,0.301455789864198,0.0172514274897573,0.0776484574806654,0.0756888140950202,0.93744160540371,0.960909813742134,0.71282619053292,0.972020546139534,0.0310563997449918,1.48069088614576,0.196268875182413,0.0451148771826247,0.0302097397712624,0.0346135215333367,0.0493106013897209,0.0177229640822137,0.0593183448846502,0.0370305169903885,0.0119641528565766,0.521562189140368,0.193153092168858
"US","waning.same.protection.diff.symptoms.same.transmission.diff","all","two.weeks",20,-7012.17320211073,8.90589569102175,0.000371018591640033,0.000264797401709354,0.101696863876051,3.74531774379988,0.816496516130337,8.14068269565874,0.130313106513552,0.967177318015492,0.0731093726096833,0.145809803797569,0.127648494977949,0.414300231752039,0.591706965240673,0.516918690607634,0.851729591363678,1.65935123841706,0.0875792894070967,0.304944942660018,2.46792618477953e-05,0.00341004291514261,0.0151476909545165,0.0403708365958408,0.0226176459381671,0.0047160076859924,0.0340951051970756,0.151605244473005,0.423067804318395
