"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1,-36651.7058667833,2.25746049019382,0.0021078338418241,4.26047370559746e-05,0.000355615391920582,0.817942284775928,55.1017317356304,0.272266559337004,109.947011974084,0.38944900692002,0.000499608487290146,0.994654493023734,0.978545155305573,0.990287575804059,0.155921592150158,0.021546124710357,0.213474887374434,0.0536318674529282,0.00596585618885729,0.453030661235072,0.00472433278336022,0.0345324770715564,0.0162177157037179,0.0495312333049101,0.00914587626060552,0.0384813135521344,0.00139879778965836,0.283124613165653,0.109812979133332
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",2,-19017.6686177749,413.35697363484,0.000228461757393312,0.000351735719398481,0.00203057886031075,0.0060173183519384,8.57190382793656,0.0498950044180572,24.6597153179592,0.148938304795605,0.124076641973316,0.430428380749683,0.328313280603575,0.47908259767552,0.830071182012751,0.55282320427981,0.0016698236805666,9.10970880778226,0.0180456944458709,0.259971466489041,0.0409065539254387,0.0113844866361296,0.0572994942562292,0.0330588229107085,0.044903360843206,0.0166686549540054,0.0366235396218063,0.00524010986999917,0.493943510493437
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",3,-6858.54709882651,47.3492524132727,0.0011620113063151,5.52707910287381e-05,0.00191405811210538,0.931797032471972,9.9527754797702,0.982974661685097,14.2226379642943,0.375882698773101,0.0909014954921063,0.125176794352963,0.368722940365577,0.213303568274362,0.0270188231492451,0.815137355954834,0.93963656510806,1.44291853863578,0.321944266174687,0.246829497487134,0.0358698181075776,0.0388032777675554,0.0251144209536493,0.0307296440721333,0.0411001114376849,0.0432595474325393,0.0108791724407297,0.109655795086305,0.417758715214692
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",4,-36654.5536627714,1.35345580802536,0.0164996225968685,0.00219578168853554,0.00160141229806392,0.737970657035017,26.6215357618855,0.241705390126079,5.85440508220488,0.000617196026520888,0.0442876851333516,0.685801046159463,0.0911944436993187,0.65663783291125,0.432494059868264,0.232806187087335,0.0781946995164211,0.305377447870081,0.0111721268302299,0.0635702691707759,0.0200527503962875,0.0245367119593032,0.00398221035795552,0.0119551704472299,0.025878611708781,0.0312262467325442,0.0418974402878071,0.485785630164069,0.291114958775247
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",5,-6743.3517876074,198.087567508115,0.000719356012066161,0.0122249021569687,0.000220716527696659,0.395843651928883,15.4198358513664,0.238749749773078,384.095822090216,0.38390484819862,0.138462059780175,0.191446172561021,0.191288554728543,0.0699330477445811,0.389611842973012,0.26441230172151,0.349633673349108,1.56775255671115,0.177900038915657,0.417547136493984,0.0282620447756463,0.016264262343547,0.0410962627619523,0.0184881646370993,0.0305362856507737,0.0207369095167961,0.00883066651095131,0.212825181269079,0.20541308604017
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",6,-7254.52630240414,0.967125861430228,5.38401685863563e-05,0.00116416873905068,0.000219204482182298,0.0122516840521516,1910.94482054193,0.855395112690677,171.684018981752,0.982181889701262,0.728652625330449,0.844824754109644,0.00778366013782116,0.98025841930642,0.916612111511995,0.65228972435689,0.883280347113106,5.39523117773982,0.030788230665629,0.0960672055520579,0.0397134181221055,0.0324307286245248,0.00803151392958836,0.0326443611422093,0.00185764616112761,0.035948243529147,0.0261380730971586,0.37332760627516,0.353841203566921
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",7,-33115.3467251451,1.66139834253583,0.00281420855009976,0.00545811266097976,0.000924395748045761,0.782349529536791,82.7251558728047,0.0236421761234745,39.7698263415,0.00524945671069829,0.260726025450649,0.470849226947845,0.946982130524889,0.803009837457101,0.14275460546215,0.43127955961015,0.0442221226390618,0.0831494151478043,0.0194577701742542,0.400866652863182,0.0276737700540564,0.00150729071954371,0.0184355294917112,0.0029566543572373,0.012053561698619,0.00457749420621166,0.0173482639519231,0.25664130115689,0.257939481500625
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",8,-36651.0968841275,6.30749971328821,0.000227387524874405,0.000617505325951145,0.00159636205897732,0.242701371773291,107.920932305977,0.183639870631288,183.690777700477,0.0697016837343293,0.000695537153094694,0.185486072903724,0.682547175499985,0.0468263891973175,0.792639342665446,0.220791932951936,0.700698204654836,0.000596432859382883,0.3536479887251,0.423989617154158,0.0185130628518093,0.0445545552900074,0.0794929519993815,0.0486564467802349,0.0661032739476548,0.0498984707233721,0.0778913539681098,0.111145511050068,0.079754756235204
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",9,-6570.90375941002,4.07440035008833,0.00149721017938656,0.00297634096145399,0.00104255426271858,0.0550112123543339,4.52650959281871,0.766165373053585,170.242879221266,0.0500277413314325,0.0885848642168261,0.406986871330948,0.202444693386444,0.476007706716101,0.349764259313866,0.814691337376353,0.549361335150697,2.12776228220959,0.0299396130289966,0.309417033190837,0.00115658670537676,0.0180881584174729,0.0243617560060717,0.0246312415790486,0.00903527047205738,0.0338846277643277,0.018108518991948,0.369412800605207,0.191904006267653
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",10,-14836.5152699917,37.6439114007338,0.00133992995587054,0.000542120203909903,0.00122118246976378,0.845482707157707,407.896692247001,0.0339636361032644,64.8752305783021,0.0700133408046619,4.74652663217409,0.531693087032293,0.902412522384879,0.907627662140874,0.259308872485549,0.0158174284442834,0.0175007031956527,2.30332351885446,0.0758614522965373,0.264945885296107,0.0473218404449987,0.0838595740504875,0.0111066004497009,0.0123741537537717,0.0643030177266658,0.0380808276635448,0.0842294313833877,0.366638117293116,0.0271405519382208
